position,action_type,season,pct,p96,pSzn
FB,Dribbling,2019,0.01,-0.07857740617577197,-0.59478
FB,Dribbling,2019,0.02,-0.04886177567521484,-0.537524
FB,Dribbling,2019,0.03,-0.0380297050587083,-0.501436
FB,Dribbling,2019,0.04,-0.028700383175210717,-0.468644
FB,Dribbling,2019,0.05,-0.02763617932326235,-0.45398
FB,Dribbling,2019,0.060000000000000005,-0.02677618093126386,-0.41019199999999983
FB,Dribbling,2019,0.06999999999999999,-0.02659686740576497,-0.2693240000000001
FB,Dribbling,2019,0.08,-0.02624881480289622,-0.169464
FB,Dribbling,2019,0.09,-0.025521099275945296,-0.16187200000000002
FB,Dribbling,2019,0.09999999999999999,-0.02499103326213,-0.15488000000000002
FB,Dribbling,2019,0.11,-0.02477720646933171,-0.148848
FB,Dribbling,2019,0.12,-0.02446202955665025,-0.141496
FB,Dribbling,2019,0.13,-0.024028610837438423,-0.132604
FB,Dribbling,2019,0.14,-0.023662310559006212,-0.12443999999999998
FB,Dribbling,2019,0.15000000000000002,-0.023353540372670806,-0.11689999999999999
FB,Dribbling,2019,0.16,-0.022818598316562244,-0.10564799999999999
FB,Dribbling,2019,0.17,-0.022142298841845452,-0.092076
FB,Dribbling,2019,0.18000000000000002,-0.021728585956184474,-0.0861
FB,Dribbling,2019,0.19,-0.02143157822121497,-0.0835
FB,Dribbling,2019,0.2,-0.02116829897528632,-0.0769
FB,Dribbling,2019,0.21000000000000002,-0.02091513827606992,-0.06909999999999998
FB,Dribbling,2019,0.22,-0.02013866666666667,-0.06724000000000001
FB,Dribbling,2019,0.23,-0.019267047619047618,-0.06646
FB,Dribbling,2019,0.24000000000000002,-0.01841295867768595,-0.06548799999999999
FB,Dribbling,2019,0.25,-0.017560330578512397,-0.0645
FB,Dribbling,2019,0.26,-0.015644667768595043,-0.063356
FB,Dribbling,2019,0.27,-0.01376930909090909,-0.062192
FB,Dribbling,2019,0.28,-0.012377599999999996,-0.060787999999999995
FB,Dribbling,2019,0.29000000000000004,-0.011045780938833566,-0.05750399999999995
FB,Dribbling,2019,0.3,-0.010043357041251779,-0.04388000000000001
FB,Dribbling,2019,0.31,-0.009227176534065826,-0.033207999999999994
FB,Dribbling,2019,0.32,-0.009031807328199342,-0.032376
FB,Dribbling,2019,0.33,-0.008679558216002024,-0.03148
FB,Dribbling,2019,0.34,-0.007974329314560324,-0.030440000000000002
FB,Dribbling,2019,0.35000000000000003,-0.007274859264732084,-0.029320000000000002
FB,Dribbling,2019,0.36000000000000004,-0.006584603377485369,-0.028071999999999986
FB,Dribbling,2019,0.37,-0.005823968877696105,-0.027376
FB,Dribbling,2019,0.38,-0.004981225996607161,-0.027324
FB,Dribbling,2019,0.39,-0.004577012441694606,-0.02486399999999999
FB,Dribbling,2019,0.4,-0.004548681166361805,-0.020339999999999994
FB,Dribbling,2019,0.41000000000000003,-0.0043860571113257,-0.017095999999999997
FB,Dribbling,2019,0.42000000000000004,-0.00413950006897503,-0.014651999999999983
FB,Dribbling,2019,0.43,-0.003628186732186733,-0.012604
FB,Dribbling,2019,0.44,-0.0029992039312039327,-0.010732000000000004
FB,Dribbling,2019,0.45,-0.002514820492133923,-0.009419999999999994
FB,Dribbling,2019,0.46,-0.0020738168616377555,-0.008275999999999995
FB,Dribbling,2019,0.47000000000000003,-0.0017880336389120397,-0.005724000000000012
FB,Dribbling,2019,0.48000000000000004,-0.0015304723085082178,-0.0029159999999999763
FB,Dribbling,2019,0.49,-0.0014257627012389965,-0.0020759999999999997
FB,Dribbling,2019,0.5,-0.0013337907375643224,-0.0014
FB,Dribbling,2019,0.51,-0.0007780355049511207,-0.001244
FB,Dribbling,2019,0.52,-0.00016859635854090334,-0.0007960000000000066
FB,Dribbling,2019,0.53,0.0010850497534335222,0.003156000000000017
FB,Dribbling,2019,0.54,0.002173045516324162,0.0065
FB,Dribbling,2019,0.55,0.002349964359254053,0.0065
FB,Dribbling,2019,0.56,0.0028403615809390707,0.007784000000000049
FB,Dribbling,2019,0.5700000000000001,0.004375686731807786,0.013348000000000044
FB,Dribbling,2019,0.5800000000000001,0.0056614513717010186,0.018128000000000023
FB,Dribbling,2019,0.59,0.006385704861899426,0.021144
FB,Dribbling,2019,0.6,0.006852344584814966,0.026739999999999986
FB,Dribbling,2019,0.61,0.006906802280077908,0.03646399999999998
FB,Dribbling,2019,0.62,0.006937266368566115,0.04268400000000001
FB,Dribbling,2019,0.63,0.006939737915817133,0.044815999999999995
FB,Dribbling,2019,0.64,0.006964482296032139,0.04843200000000001
FB,Dribbling,2019,0.65,0.007008317675930565,0.05332000000000004
FB,Dribbling,2019,0.66,0.007760169261382052,0.059104000000000004
FB,Dribbling,2019,0.67,0.00895453097530421,0.06544800000000005
FB,Dribbling,2019,0.68,0.009379503072712738,0.07693999999999998
FB,Dribbling,2019,0.6900000000000001,0.009462524229448556,0.09071999999999988
FB,Dribbling,2019,0.7000000000000001,0.010292118055010405,0.09398
FB,Dribbling,2019,0.7100000000000001,0.01134568368122009,0.094084
FB,Dribbling,2019,0.72,0.011519175121768453,0.09541999999999999
FB,Dribbling,2019,0.73,0.011532653074014782,0.09698000000000001
FB,Dribbling,2019,0.74,0.011851471037782056,0.099116
FB,Dribbling,2019,0.75,0.01219573400250941,0.1013
FB,Dribbling,2019,0.76,0.01289787870157262,0.10265200000000001
FB,Dribbling,2019,0.77,0.013631204878438996,0.10757999999999993
FB,Dribbling,2019,0.78,0.014738708788943523,0.1554200000000002
FB,Dribbling,2019,0.79,0.015848046998137265,0.196428
FB,Dribbling,2019,0.8,0.016967473850121796,0.19986
FB,Dribbling,2019,0.81,0.018141371367553977,0.20608800000000016
FB,Dribbling,2019,0.8200000000000001,0.01949683776981161,0.22163600000000003
FB,Dribbling,2019,0.8300000000000001,0.02052198692862284,0.232496
FB,Dribbling,2019,0.8400000000000001,0.020803922289679658,0.23280800000000001
FB,Dribbling,2019,0.85,0.021144367717952056,0.25151999999999963
FB,Dribbling,2019,0.86,0.021578429253769408,0.2996719999999999
FB,Dribbling,2019,0.87,0.02271246042620364,0.34314400000000017
FB,Dribbling,2019,0.88,0.02466312284135753,0.38115599999999983
FB,Dribbling,2019,0.89,0.028456451180124236,0.40900400000000003
FB,Dribbling,2019,0.9,0.033829207453416194,0.42814000000000013
FB,Dribbling,2019,0.91,0.04354222963354619,0.45406
FB,Dribbling,2019,0.92,0.05596791800545011,0.4842200000000002
FB,Dribbling,2019,0.93,0.05991094242902687,0.7952159999999995
FB,Dribbling,2019,0.9400000000000001,0.0600838939866806,1.231027999999996
FB,Dribbling,2019,0.9500000000000001,0.06557066448314135,1.4545599999999994
FB,Dribbling,2019,0.9600000000000001,0.07265158066124436,1.6144080000000027
FB,Dribbling,2019,0.97,0.0772521770308123,1.7695479999999992
FB,Dribbling,2019,0.98,0.08140180616246499,1.9238320000000002
FB,Dribbling,2019,0.99,0.10656613196811952,1.9903239999999998
FB,Dribbling,2019,1.0,0.13348168249660788,2.0495
FB,Dribbling,2020,0.01,-0.1197312,-0.250092
FB,Dribbling,2020,0.02,-0.0935424,-0.24318399999999998
FB,Dribbling,2020,0.03,-0.08146897854077254,-0.23893199999999998
FB,Dribbling,2020,0.04,-0.07468882403433477,-0.235676
FB,Dribbling,2020,0.05,-0.06582980898929397,-0.22949999999999998
FB,Dribbling,2020,0.060000000000000005,-0.05447616129792952,-0.21982
FB,Dribbling,2020,0.06999999999999999,-0.04380613678858456,-0.21035600000000002
FB,Dribbling,2020,0.08,-0.03621241659832705,-0.201864
FB,Dribbling,2020,0.09,-0.028618696408069542,-0.193372
FB,Dribbling,2020,0.09999999999999999,-0.02777475571015316,-0.18448
FB,Dribbling,2020,0.11,-0.027605792961470886,-0.175548
FB,Dribbling,2020,0.12,-0.02668617167975206,-0.17017200000000002
FB,Dribbling,2020,0.13,-0.025337602664869483,-0.166828
FB,Dribbling,2020,0.14,-0.023873648134777378,-0.15574
FB,Dribbling,2020,0.15000000000000002,-0.02220776895306859,-0.13109999999999994
FB,Dribbling,2020,0.16,-0.0204740432132964,-0.10862000000000001
FB,Dribbling,2020,0.17,-0.01806185189289012,-0.10774
FB,Dribbling,2020,0.18000000000000002,-0.015649660572483834,-0.10686
FB,Dribbling,2020,0.19,-0.015165948555599527,-0.10104800000000001
FB,Dribbling,2020,0.2,-0.015110787495053424,-0.09413999999999999
FB,Dribbling,2020,0.21000000000000002,-0.014521275088547812,-0.08814399999999997
FB,Dribbling,2020,0.22,-0.01348646989374262,-0.08290800000000001
FB,Dribbling,2020,0.23,-0.012376120985556495,-0.07647199999999998
FB,Dribbling,2020,0.24000000000000002,-0.011064322175021233,-0.06683599999999995
FB,Dribbling,2020,0.25,-0.009752523364485982,-0.0572
FB,Dribbling,2020,0.26,-0.009724596757581538,-0.055968
FB,Dribbling,2020,0.27,-0.009696670150677092,-0.05473599999999999
FB,Dribbling,2020,0.28,-0.00849589724561153,-0.054144
FB,Dribbling,2020,0.29000000000000004,-0.006855306978735544,-0.053792
FB,Dribbling,2020,0.3,-0.005940470099376705,-0.05136000000000001
FB,Dribbling,2020,0.31,-0.005896537285038425,-0.046431999999999994
FB,Dribbling,2020,0.32,-0.005826371740386904,-0.042
FB,Dribbling,2020,0.33,-0.005638158909325808,-0.039799999999999995
FB,Dribbling,2020,0.34,-0.005449946078264713,-0.0376
FB,Dribbling,2020,0.35000000000000003,-0.004495639530403066,-0.037040000000000003
FB,Dribbling,2020,0.36000000000000004,-0.0034647236108613483,-0.036643999999999996
FB,Dribbling,2020,0.37,-0.0030816147839478215,-0.03479199999999999
FB,Dribbling,2020,0.38,-0.0030686814385360995,-0.032108000000000005
FB,Dribbling,2020,0.39,-0.002993903475670308,-0.026943999999999996
FB,Dribbling,2020,0.4,-0.0028108974322598942,-0.01743999999999997
FB,Dribbling,2020,0.41000000000000003,-0.002644158934517203,-0.008756000000000002
FB,Dribbling,2020,0.42000000000000004,-0.00264009589345172,-0.008271999999999996
FB,Dribbling,2020,0.43,-0.0026360328523862375,-0.007788000000000002
FB,Dribbling,2020,0.44,-0.001935261988360349,-0.005936000000000003
FB,Dribbling,2020,0.45,-0.0010796671636765895,-0.0037799999999999965
FB,Dribbling,2020,0.46,-0.0006822791279590971,-0.002535999999999998
FB,Dribbling,2020,0.47000000000000003,-0.0006667300830468234,-0.002052
FB,Dribbling,2020,0.48000000000000004,-0.0005993593196314648,-0.0017
FB,Dribbling,2020,0.49,-0.0003937973068745576,-0.0017
FB,Dribbling,2020,0.5,-0.00018823529411764704,-0.0017
FB,Dribbling,2020,0.51,-0.0001054117647058821,-0.0009519999999999978
FB,Dribbling,2020,0.52,-2.2588235294117162e-05,-0.00020399999999999563
FB,Dribbling,2020,0.53,0.0,0.0
FB,Dribbling,2020,0.54,0.0,0.0
FB,Dribbling,2020,0.55,0.0,0.0
FB,Dribbling,2020,0.56,0.0,0.0
FB,Dribbling,2020,0.5700000000000001,0.0002071011235955104,9.600000000000221e-05
FB,Dribbling,2020,0.5800000000000001,0.0013461573033707946,0.0006240000000000037
FB,Dribbling,2020,0.59,0.0024852134831460605,0.0011519999999999966
FB,Dribbling,2020,0.6,0.003189674891857331,0.007439999999999977
FB,Dribbling,2020,0.61,0.0038506768234621977,0.014303999999999997
FB,Dribbling,2020,0.62,0.004117549636803874,0.017024
FB,Dribbling,2020,0.63,0.004159205811138014,0.017376
FB,Dribbling,2020,0.64,0.004427941958887545,0.018320000000000003
FB,Dribbling,2020,0.65,0.005094068060114011,0.02030000000000001
FB,Dribbling,2020,0.66,0.005742710576854686,0.022388000000000022
FB,Dribbling,2020,0.67,0.006216517248737463,0.025556000000000002
FB,Dribbling,2020,0.68,0.006690323920620245,0.028724000000000013
FB,Dribbling,2020,0.6900000000000001,0.00738600602288697,0.029444
FB,Dribbling,2020,0.7000000000000001,0.008130993776350126,0.02962
FB,Dribbling,2020,0.7100000000000001,0.008558944526514192,0.03435600000000018
FB,Dribbling,2020,0.72,0.00872269777392899,0.04289199999999999
FB,Dribbling,2020,0.73,0.009129121239629289,0.05561599999999986
FB,Dribbling,2020,0.74,0.010182665287424272,0.07950800000000013
FB,Dribbling,2020,0.75,0.011236209335219238,0.1034
FB,Dribbling,2020,0.76,0.01341826196054719,0.12007599999999992
FB,Dribbling,2020,0.77,0.015600314585875177,0.1367520000000001
FB,Dribbling,2020,0.78,0.017347229025594973,0.14347600000000002
FB,Dribbling,2020,0.79,0.01893096664571174,0.14646800000000004
FB,Dribbling,2020,0.8,0.02047063627160064,0.14972000000000002
FB,Dribbling,2020,0.81,0.021957424304416134,0.153284
FB,Dribbling,2020,0.8200000000000001,0.02319730959446093,0.156944
FB,Dribbling,2020,0.8300000000000001,0.023326132542037588,0.16103599999999996
FB,Dribbling,2020,0.8400000000000001,0.023454955489614245,0.16512800000000008
FB,Dribbling,2020,0.85,0.02397800141743444,0.16674
FB,Dribbling,2020,0.86,0.02454046964327899,0.168104
FB,Dribbling,2020,0.87,0.02474601723028108,0.18050000000000005
FB,Dribbling,2020,0.88,0.024747610166516037,0.19919999999999996
FB,Dribbling,2020,0.89,0.025254621814475037,0.2193880000000002
FB,Dribbling,2020,0.9,0.026646116207951077,0.2421800000000001
FB,Dribbling,2020,0.91,0.02802288484848485,0.26539999999999997
FB,Dribbling,2020,0.92,0.029252395959595973,0.29290000000000027
FB,Dribbling,2020,0.93,0.030481907070707075,0.32040000000000013
FB,Dribbling,2020,0.9400000000000001,0.03336279525691699,0.339188
FB,Dribbling,2020,0.9500000000000001,0.03661065612648219,0.3560399999999999
FB,Dribbling,2020,0.9600000000000001,0.038193222091656875,0.39905200000000135
FB,Dribbling,2020,0.97,0.038388042303172734,0.46386399999999994
