team_id,minutes,zone,season_name,data.action_type,data.num_actions_for,data.goals_added_for,data.num_actions_against,data.goals_added_against
kaDQ0wRqEv,3380,9,2021,Receiving,553,0.0569,516,0.0443
KAqBN0Vqbg,3365,9,2021,Dribbling,204,-0.4943,142,0.1757
KAqBN0Vqbg,3365,9,2021,Fouling,16,0.024,14,0.0028
KAqBN0Vqbg,3365,9,2021,Interrupting,213,0.6655,156,0.5159
KAqBN0Vqbg,3365,9,2021,Passing,712,0.5422,445,0.3713
KAqBN0Vqbg,3365,9,2021,Receiving,535,0.0651,379,0.0508
kRQabn8MKZ,3353,9,2021,Dribbling,162,-0.2186,170,0.046
kRQabn8MKZ,3353,9,2021,Fouling,12,0.0166,11,0.0091
kRQabn8MKZ,3353,9,2021,Interrupting,185,1.1322,186,0.8485
kRQabn8MKZ,3353,9,2021,Passing,542,0.4499,588,0.4256
kRQabn8MKZ,3353,9,2021,Receiving,438,0.0583,472,0.058
kRQand1MKZ,3369,9,2021,Dribbling,123,-0.0109,213,0.1686
kRQand1MKZ,3369,9,2021,Fouling,12,0.0182,13,0.0169
kRQand1MKZ,3369,9,2021,Interrupting,184,0.1531,266,1.5099
kRQand1MKZ,3369,9,2021,Passing,453,0.4146,769,0.4698
kRQand1MKZ,3369,9,2021,Receiving,330,0.0469,573,0.0775
lgpMOvnQzy,3376,9,2021,Dribbling,153,0.1815,172,0.1002
lgpMOvnQzy,3376,9,2021,Fouling,12,0.0327,15,0.0342
lgpMOvnQzy,3376,9,2021,Interrupting,172,0.9788,161,0.7769
lgpMOvnQzy,3376,9,2021,Passing,544,0.3293,645,0.2042
lgpMOvnQzy,3376,9,2021,Receiving,419,0.0472,500,0.0651
mKAqBBmqbg,3398,9,2021,Dribbling,202,0.2659,147,0.1798
mKAqBBmqbg,3398,9,2021,Fouling,9,0.0104,11,0.023
mKAqBBmqbg,3398,9,2021,Interrupting,205,1.0718,180,0.6614
mKAqBBmqbg,3398,9,2021,Passing,756,0.2294,555,0.3144
mKAqBBmqbg,3398,9,2021,Receiving,614,0.0744,401,0.0568
mvzqoLZQap,3372,9,2021,Dribbling,172,0.1321,171,0.1481
mvzqoLZQap,3372,9,2021,Fouling,24,0.0228,5,0.0093
mvzqoLZQap,3372,9,2021,Interrupting,179,1.0726,191,0.1338
mvzqoLZQap,3372,9,2021,Passing,667,0.5478,552,0.3847
mvzqoLZQap,3372,9,2021,Receiving,553,0.0698,414,0.0448
NWMWlBK5lz,3369,9,2021,Dribbling,179,-0.0478,154,-0.1787
NWMWlBK5lz,3369,9,2021,Fouling,17,0.0192,7,-0.0014
NWMWlBK5lz,3369,9,2021,Interrupting,212,0.7487,164,0.7072
NWMWlBK5lz,3369,9,2021,Passing,695,0.2272,516,0.2287
NWMWlBK5lz,3369,9,2021,Receiving,514,0.0842,430,0.0585
pzeQZ6xQKw,3370,9,2021,Dribbling,179,-0.1041,209,0.2054
pzeQZ6xQKw,3370,9,2021,Fouling,7,0.0138,9,0.0083
pzeQZ6xQKw,3370,9,2021,Interrupting,177,0.6192,138,0.5639
pzeQZ6xQKw,3370,9,2021,Passing,552,0.3324,598,0.3233
pzeQZ6xQKw,3370,9,2021,Receiving,463,0.0604,533,0.0401
Vj58weDM8n,3371,9,2021,Dribbling,160,0.1236,188,-0.1565
Vj58weDM8n,3371,9,2021,Fouling,8,0.0104,21,0.0212
Vj58weDM8n,3371,9,2021,Interrupting,178,0.5751,182,1.4847
Vj58weDM8n,3371,9,2021,Passing,561,0.5449,612,0.3971
Vj58weDM8n,3371,9,2021,Receiving,435,0.0632,469,0.063
vzqoOgNqap,3350,9,2021,Dribbling,125,0.1349,201,0.1541
vzqoOgNqap,3350,9,2021,Fouling,10,0.0148,13,0.0265
vzqoOgNqap,3350,9,2021,Interrupting,193,0.8861,151,0.3736
vzqoOgNqap,3350,9,2021,Passing,548,0.2802,628,0.5976
vzqoOgNqap,3350,9,2021,Receiving,430,0.0677,547,0.0573
WBLMvYAQxe,3398,9,2021,Dribbling,170,0.0627,173,0.1108
WBLMvYAQxe,3398,9,2021,Fouling,14,0.0234,7,0.0159
WBLMvYAQxe,3398,9,2021,Interrupting,212,1.3393,172,0.7876
WBLMvYAQxe,3398,9,2021,Passing,550,0.3417,519,0.5009
WBLMvYAQxe,3398,9,2021,Receiving,421,0.0535,447,0.0488
X0Oq66zq6D,3368,9,2021,Dribbling,189,-0.344,181,0.0725
X0Oq66zq6D,3368,9,2021,Fouling,20,0.0191,15,0.0138
X0Oq66zq6D,3368,9,2021,Interrupting,209,0.5265,189,0.9165
X0Oq66zq6D,3368,9,2021,Passing,527,0.4278,566,0.4731
X0Oq66zq6D,3368,9,2021,Receiving,412,0.0743,435,0.0714
YgOMngl5wN,3370,9,2021,Dribbling,144,0.0927,183,0.0528
YgOMngl5wN,3370,9,2021,Fouling,9,0.0142,14,0.0192
YgOMngl5wN,3370,9,2021,Interrupting,170,0.6409,176,0.5237
YgOMngl5wN,3370,9,2021,Passing,535,0.4805,505,0.2515
YgOMngl5wN,3370,9,2021,Receiving,403,0.046,439,0.064
Z2vQ1xlqrA,3377,9,2021,Dribbling,253,0.4762,158,-0.1537
Z2vQ1xlqrA,3377,9,2021,Fouling,9,0.0112,15,0.0385
Z2vQ1xlqrA,3377,9,2021,Interrupting,166,0.9318,173,0.7592
Z2vQ1xlqrA,3377,9,2021,Passing,724,0.4259,669,0.342
Z2vQ1xlqrA,3377,9,2021,Receiving,621,0.0788,537,0.0724
zeQZkL1MKw,3350,9,2021,Dribbling,176,0.2434,183,-0.045
zeQZkL1MKw,3350,9,2021,Fouling,13,0.0099,11,0.0238
zeQZkL1MKw,3350,9,2021,Interrupting,192,1.0875,181,1.0187
zeQZkL1MKw,3350,9,2021,Passing,570,0.5438,586,0.5587
zeQZkL1MKw,3350,9,2021,Receiving,464,0.0706,509,0.082
0KPqjA456v,3395,10,2021,Dribbling,227,-0.0075,142,0.0242
0KPqjA456v,3395,10,2021,Fouling,26,0.0287,22,0.0394
0KPqjA456v,3395,10,2021,Interrupting,204,0.3041,240,0.3661
0KPqjA456v,3395,10,2021,Passing,709,0.6108,496,0.4788
0KPqjA456v,3395,10,2021,Receiving,603,0.0953,304,0.0903
19vQ2095K6,3362,10,2021,Dribbling,176,0.1736,169,-0.1566
19vQ2095K6,3362,10,2021,Fouling,15,0.0253,18,0.0363
19vQ2095K6,3362,10,2021,Interrupting,185,0.4566,244,0.1543
19vQ2095K6,3362,10,2021,Passing,567,0.573,628,0.6889
19vQ2095K6,3362,10,2021,Receiving,437,0.062,438,0.1147
9z5k7Yg5A3,3393,10,2021,Dribbling,143,0.2046,188,-0.0298
9z5k7Yg5A3,3393,10,2021,Fouling,17,0.0449,16,0.036
9z5k7Yg5A3,3393,10,2021,Interrupting,183,0.3807,286,0.4874
9z5k7Yg5A3,3393,10,2021,Passing,525,0.6649,726,0.8356
9z5k7Yg5A3,3393,10,2021,Receiving,383,0.076,501,0.1088
a2lqR4JMr0,3378,10,2021,Dribbling,100,0.1197,151,0.0996
a2lqR4JMr0,3378,10,2021,Fouling,14,0.0197,10,0.0253
a2lqR4JMr0,3378,10,2021,Interrupting,160,0.1758,203,0.1894
a2lqR4JMr0,3378,10,2021,Passing,423,0.6031,538,0.699
a2lqR4JMr0,3378,10,2021,Receiving,285,0.0464,391,0.1381
a2lqRX2Mr0,3402,10,2021,Dribbling,113,0.0174,193,-0.0545
a2lqRX2Mr0,3402,10,2021,Fouling,16,0.037,28,0.0293
a2lqRX2Mr0,3402,10,2021,Interrupting,264,0.1566,277,0.3711
a2lqRX2Mr0,3402,10,2021,Passing,580,1.0551,837,1.064
a2lqRX2Mr0,3402,10,2021,Receiving,321,0.0776,560,0.1491
APk5LGOMOW,3382,10,2021,Dribbling,163,0.1007,149,-0.08
APk5LGOMOW,3382,10,2021,Fouling,15,0.0275,19,0.0405
APk5LGOMOW,3382,10,2021,Interrupting,199,0.153,182,0.5848
APk5LGOMOW,3382,10,2021,Passing,644,0.4584,551,0.4588
APk5LGOMOW,3382,10,2021,Receiving,502,0.0991,445,0.0747
EKXMeX3Q64,3377,10,2021,Dribbling,168,-0.0274,182,-0.0765
EKXMeX3Q64,3377,10,2021,Fouling,23,0.0513,25,0.0454
EKXMeX3Q64,3377,10,2021,Interrupting,263,0.5593,233,0.2104
EKXMeX3Q64,3377,10,2021,Passing,525,0.8425,692,0.7134
EKXMeX3Q64,3377,10,2021,Receiving,338,0.0951,498,0.104
eVq3ya6MWO,3386,10,2021,Dribbling,152,0.0353,195,0.1107
eVq3ya6MWO,3386,10,2021,Fouling,14,0.0234,14,0.0286
eVq3ya6MWO,3386,10,2021,Interrupting,249,0.3018,246,0.4707
eVq3ya6MWO,3386,10,2021,Passing,468,0.6474,717,0.8333
eVq3ya6MWO,3386,10,2021,Receiving,318,0.092,551,0.0949
gpMOLwl5zy,3380,10,2021,Dribbling,186,0.1568,165,-0.0162
gpMOLwl5zy,3380,10,2021,Fouling,17,0.0265,17,0.0333
gpMOLwl5zy,3380,10,2021,Interrupting,176,-0.0061,169,0.5277
gpMOLwl5zy,3380,10,2021,Passing,628,0.411,535,0.6669
gpMOLwl5zy,3380,10,2021,Receiving,536,0.1132,446,0.1106
jYQJ19EqGR,3374,10,2021,Dribbling,167,0.1327,193,0.1769
jYQJ19EqGR,3374,10,2021,Fouling,17,0.0351,11,0.0262
jYQJ19EqGR,3374,10,2021,Interrupting,231,0.5112,221,0.3494
jYQJ19EqGR,3374,10,2021,Passing,711,0.2992,629,0.5875
jYQJ19EqGR,3374,10,2021,Receiving,543,0.1012,471,0.0848
jYQJ8EW5GR,3379,10,2021,Dribbling,184,-0.079,147,0.0659
jYQJ8EW5GR,3379,10,2021,Fouling,18,0.0234,13,0.0109
jYQJ8EW5GR,3379,10,2021,Interrupting,219,0.4971,148,0.1746
jYQJ8EW5GR,3379,10,2021,Passing,720,0.6253,497,0.5191
jYQJ8EW5GR,3379,10,2021,Receiving,564,0.1013,393,0.0976
kaDQ0wRqEv,3380,10,2021,Dribbling,149,0.0763,179,0.1163
kaDQ0wRqEv,3380,10,2021,Fouling,10,0.0136,16,0.025
kaDQ0wRqEv,3380,10,2021,Interrupting,189,0.267,228,0.0636
kaDQ0wRqEv,3380,10,2021,Passing,544,0.5074,597,0.7959
kaDQ0wRqEv,3380,10,2021,Receiving,379,0.0941,477,0.0664
KAqBN0Vqbg,3365,10,2021,Dribbling,232,-0.0031,129,0.1104
KAqBN0Vqbg,3365,10,2021,Fouling,33,0.0308,12,0.0231
KAqBN0Vqbg,3365,10,2021,Interrupting,198,0.2323,169,0.0239
KAqBN0Vqbg,3365,10,2021,Passing,755,0.249,482,0.6185
KAqBN0Vqbg,3365,10,2021,Receiving,625,0.1065,351,0.0603
kRQabn8MKZ,3353,10,2021,Dribbling,165,-0.1743,197,0.1191
kRQabn8MKZ,3353,10,2021,Fouling,15,0.0201,14,0.0315
kRQabn8MKZ,3353,10,2021,Interrupting,172,0.1199,182,0.1962
kRQabn8MKZ,3353,10,2021,Passing,518,0.398,689,0.4687
kRQabn8MKZ,3353,10,2021,Receiving,388,0.0823,568,0.1028
kRQand1MKZ,3369,10,2021,Dribbling,147,-0.0477,152,0.0051
kRQand1MKZ,3369,10,2021,Fouling,10,0.0193,18,0.032
kRQand1MKZ,3369,10,2021,Interrupting,219,0.1604,229,0.478
kRQand1MKZ,3369,10,2021,Passing,575,0.7826,619,0.6559
kRQand1MKZ,3369,10,2021,Receiving,387,0.1032,438,0.0981
lgpMOvnQzy,3376,10,2021,Dribbling,158,0.0886,172,-0.0105
lgpMOvnQzy,3376,10,2021,Fouling,13,0.0283,18,0.0221
lgpMOvnQzy,3376,10,2021,Interrupting,186,0.3201,225,-0.0444
lgpMOvnQzy,3376,10,2021,Passing,553,0.5304,646,0.5412
lgpMOvnQzy,3376,10,2021,Receiving,443,0.071,503,0.0797
mKAqBBmqbg,3398,10,2021,Dribbling,221,0.2403,157,0.0151
mKAqBBmqbg,3398,10,2021,Fouling,20,0.0322,10,0.0172
mKAqBBmqbg,3398,10,2021,Interrupting,226,0.2985,169,0.2806
mKAqBBmqbg,3398,10,2021,Passing,716,0.5561,569,0.5156
mKAqBBmqbg,3398,10,2021,Receiving,591,0.1294,421,0.0784
mvzqoLZQap,3372,10,2021,Dribbling,161,-0.0977,187,0.0298
mvzqoLZQap,3372,10,2021,Fouling,17,0.0313,14,0.0197
mvzqoLZQap,3372,10,2021,Interrupting,216,0.3603,211,0.3819
mvzqoLZQap,3372,10,2021,Passing,569,0.2168,583,0.7699
mvzqoLZQap,3372,10,2021,Receiving,423,0.1023,452,0.077
NWMWlBK5lz,3369,10,2021,Dribbling,249,0.1046,138,0.0808
NWMWlBK5lz,3369,10,2021,Fouling,21,0.056,16,0.023
NWMWlBK5lz,3369,10,2021,Interrupting,229,0.3525,159,0.155
NWMWlBK5lz,3369,10,2021,Passing,819,0.6857,490,0.5765
NWMWlBK5lz,3369,10,2021,Receiving,660,0.1335,363,0.0732
pzeQZ6xQKw,3370,10,2021,Dribbling,118,0.0807,182,0.3056
pzeQZ6xQKw,3370,10,2021,Fouling,6,0.0049,9,0.019
pzeQZ6xQKw,3370,10,2021,Interrupting,165,0.4904,181,0.3747
pzeQZ6xQKw,3370,10,2021,Passing,570,0.6179,534,0.505
pzeQZ6xQKw,3370,10,2021,Receiving,406,0.1093,453,0.0769
Vj58weDM8n,3371,10,2021,Dribbling,192,0.0392,175,-0.1091
Vj58weDM8n,3371,10,2021,Fouling,8,0.03,15,0.0144
Vj58weDM8n,3371,10,2021,Interrupting,221,0.1789,165,0.3578
Vj58weDM8n,3371,10,2021,Passing,691,0.8741,610,0.4859
Vj58weDM8n,3371,10,2021,Receiving,524,0.1186,484,0.0815
vzqoOgNqap,3350,10,2021,Dribbling,114,-0.0321,172,0.0089
vzqoOgNqap,3350,10,2021,Fouling,13,0.0224,23,0.058
vzqoOgNqap,3350,10,2021,Interrupting,183,0.2951,209,0.0827
vzqoOgNqap,3350,10,2021,Passing,596,0.7728,619,0.6754
vzqoOgNqap,3350,10,2021,Receiving,429,0.0751,448,0.0938
WBLMvYAQxe,3398,10,2021,Dribbling,187,0.0139,162,0.1608
WBLMvYAQxe,3398,10,2021,Fouling,18,0.04,13,0.0335
WBLMvYAQxe,3398,10,2021,Interrupting,268,0.3889,175,0.3028
WBLMvYAQxe,3398,10,2021,Passing,532,0.8046,590,0.6383
WBLMvYAQxe,3398,10,2021,Receiving,397,0.0915,476,0.1041
X0Oq66zq6D,3368,10,2021,Dribbling,175,-0.2309,194,-0.0386
X0Oq66zq6D,3368,10,2021,Fouling,22,0.0359,22,0.0566
X0Oq66zq6D,3368,10,2021,Interrupting,206,0.132,200,0.5129
X0Oq66zq6D,3368,10,2021,Passing,653,0.7941,697,0.709
X0Oq66zq6D,3368,10,2021,Receiving,456,0.1098,514,0.1102
YgOMngl5wN,3370,10,2021,Dribbling,163,0.0712,155,-0.0617
YgOMngl5wN,3370,10,2021,Fouling,16,0.0351,26,0.0323
YgOMngl5wN,3370,10,2021,Interrupting,203,0.5037,214,0.2074
YgOMngl5wN,3370,10,2021,Passing,583,0.8581,578,0.5013
YgOMngl5wN,3370,10,2021,Receiving,425,0.0938,405,0.1003
Z2vQ1xlqrA,3377,10,2021,Dribbling,173,0.0405,143,0.0793
Z2vQ1xlqrA,3377,10,2021,Fouling,18,0.0425,10,0.0155
Z2vQ1xlqrA,3377,10,2021,Interrupting,163,0.3135,214,0.5913
Z2vQ1xlqrA,3377,10,2021,Passing,649,0.679,645,0.6189
Z2vQ1xlqrA,3377,10,2021,Receiving,503,0.0969,461,0.1079
zeQZkL1MKw,3350,10,2021,Dribbling,141,0.1303,156,0.2517
zeQZkL1MKw,3350,10,2021,Fouling,16,0.0295,19,0.0404
zeQZkL1MKw,3350,10,2021,Interrupting,194,0.4352,192,0.4888
zeQZkL1MKw,3350,10,2021,Passing,537,0.4979,566,-0.006
zeQZkL1MKw,3350,10,2021,Receiving,415,0.0857,469,0.0838
0KPqjA456v,3395,11,2021,Dribbling,351,0.5967,185,0.3927
0KPqjA456v,3395,11,2021,Fouling,43,-0.0033,15,-0.0136
0KPqjA456v,3395,11,2021,Interrupting,203,0.2611,174,0.0926
0KPqjA456v,3395,11,2021,Passing,971,0.6861,671,0.9199
0KPqjA456v,3395,11,2021,Receiving,865,0.3746,482,0.1515
19vQ2095K6,3362,11,2021,Dribbling,284,0.4877,251,0.393
19vQ2095K6,3362,11,2021,Fouling,30,-0.004,28,0.0042
19vQ2095K6,3362,11,2021,Interrupting,162,0.1296,159,0.4167
19vQ2095K6,3362,11,2021,Passing,835,0.9311,871,0.8678
19vQ2095K6,3362,11,2021,Receiving,688,0.3092,706,0.2298
9z5k7Yg5A3,3393,11,2021,Dribbling,224,0.3824,278,0.0826
9z5k7Yg5A3,3393,11,2021,Fouling,20,-0.0012,21,-0.0026
9z5k7Yg5A3,3393,11,2021,Interrupting,205,0.4004,110,0.106
9z5k7Yg5A3,3393,11,2021,Passing,754,0.7876,732,0.5644
9z5k7Yg5A3,3393,11,2021,Receiving,553,0.1928,681,0.2248
a2lqR4JMr0,3378,11,2021,Dribbling,310,0.3972,236,0.5141
a2lqR4JMr0,3378,11,2021,Fouling,29,0.0016,23,0.0266
a2lqR4JMr0,3378,11,2021,Interrupting,195,0.1589,134,0.1166
a2lqR4JMr0,3378,11,2021,Passing,878,0.7317,717,0.8624
a2lqR4JMr0,3378,11,2021,Receiving,751,0.2579,613,0.2676
a2lqR4JMr0,3378,11,2021,Shooting,1,0.0005,0,0.0
a2lqRX2Mr0,3402,11,2021,Dribbling,223,0.179,245,0.1087
a2lqRX2Mr0,3402,11,2021,Fouling,29,-0.0091,34,0.0017
a2lqRX2Mr0,3402,11,2021,Interrupting,242,0.2667,216,0.0665
a2lqRX2Mr0,3402,11,2021,Passing,757,1.0996,827,0.558
a2lqRX2Mr0,3402,11,2021,Receiving,490,0.235,592,0.2674
APk5LGOMOW,3382,11,2021,Dribbling,272,0.5401,236,0.2916
APk5LGOMOW,3382,11,2021,Fouling,25,-0.005,31,0.0008
APk5LGOMOW,3382,11,2021,Interrupting,157,0.1996,179,0.2435
APk5LGOMOW,3382,11,2021,Passing,901,0.4703,788,0.41
APk5LGOMOW,3382,11,2021,Receiving,755,0.2287,671,0.1958
EKXMeX3Q64,3377,11,2021,Dribbling,272,0.1242,237,0.1278
EKXMeX3Q64,3377,11,2021,Fouling,31,-0.0101,25,-0.0129
EKXMeX3Q64,3377,11,2021,Interrupting,209,0.3534,195,0.1566
EKXMeX3Q64,3377,11,2021,Passing,848,0.2911,921,0.6293
EKXMeX3Q64,3377,11,2021,Receiving,676,0.2219,714,0.306
eVq3ya6MWO,3386,11,2021,Dribbling,261,0.4571,252,-0.0008
eVq3ya6MWO,3386,11,2021,Fouling,28,0.0096,39,-0.0129
eVq3ya6MWO,3386,11,2021,Interrupting,196,0.2481,201,0.1887
eVq3ya6MWO,3386,11,2021,Passing,760,0.8709,776,0.7568
eVq3ya6MWO,3386,11,2021,Receiving,600,0.2232,640,0.2402
gpMOLwl5zy,3380,11,2021,Dribbling,254,0.329,251,0.3922
gpMOLwl5zy,3380,11,2021,Fouling,22,-0.015,22,-0.0078
gpMOLwl5zy,3380,11,2021,Interrupting,151,0.2363,160,0.3751
gpMOLwl5zy,3380,11,2021,Passing,710,0.2594,722,0.6543
gpMOLwl5zy,3380,11,2021,Receiving,613,0.2776,628,0.2161
jYQJ19EqGR,3374,11,2021,Dribbling,230,0.2694,277,0.3754
jYQJ19EqGR,3374,11,2021,Fouling,29,0.0026,32,-0.0056
jYQJ19EqGR,3374,11,2021,Interrupting,175,0.2993,183,0.3246
jYQJ19EqGR,3374,11,2021,Passing,853,0.7032,876,0.8748
jYQJ19EqGR,3374,11,2021,Receiving,703,0.296,776,0.2314
jYQJ8EW5GR,3379,11,2021,Dribbling,212,0.255,244,0.4
jYQJ8EW5GR,3379,11,2021,Fouling,29,0.0075,14,0.0011
jYQJ8EW5GR,3379,11,2021,Interrupting,161,0.2161,158,0.3371
jYQJ8EW5GR,3379,11,2021,Passing,662,0.5064,711,0.8774
jYQJ8EW5GR,3379,11,2021,Receiving,578,0.1755,618,0.2086
kaDQ0wRqEv,3380,11,2021,Dribbling,265,-0.0239,282,0.3704
kaDQ0wRqEv,3380,11,2021,Fouling,28,0.0011,31,-0.0122
kaDQ0wRqEv,3380,11,2021,Interrupting,176,0.2499,163,0.3816
kaDQ0wRqEv,3380,11,2021,Passing,909,0.5721,866,0.3391
kaDQ0wRqEv,3380,11,2021,Receiving,763,0.2416,738,0.3033
KAqBN0Vqbg,3365,11,2021,Dribbling,336,0.4417,246,0.3287
KAqBN0Vqbg,3365,11,2021,Fouling,34,-0.0022,17,0.0013
KAqBN0Vqbg,3365,11,2021,Interrupting,136,0.028,202,0.1482
KAqBN0Vqbg,3365,11,2021,Passing,1036,0.8005,693,0.2434
KAqBN0Vqbg,3365,11,2021,Receiving,876,0.214,570,0.2518
kRQabn8MKZ,3353,11,2021,Dribbling,218,0.1807,279,0.3213
kRQabn8MKZ,3353,11,2021,Fouling,15,-0.0006,20,-0.0063
kRQabn8MKZ,3353,11,2021,Interrupting,141,0.2726,188,0.376
kRQabn8MKZ,3353,11,2021,Passing,761,0.5687,857,1.0035
kRQabn8MKZ,3353,11,2021,Receiving,627,0.2125,706,0.2596
kRQand1MKZ,3369,11,2021,Dribbling,217,0.3936,278,0.2088
kRQand1MKZ,3369,11,2021,Fouling,25,-0.0023,32,-0.0114
kRQand1MKZ,3369,11,2021,Interrupting,186,0.3945,183,0.3149
kRQand1MKZ,3369,11,2021,Passing,709,0.7935,821,0.4939
kRQand1MKZ,3369,11,2021,Receiving,606,0.2031,700,0.2889
lgpMOvnQzy,3376,11,2021,Dribbling,249,0.2556,285,0.2325
lgpMOvnQzy,3376,11,2021,Fouling,39,-0.0037,21,0.0126
lgpMOvnQzy,3376,11,2021,Interrupting,207,0.2595,175,0.2563
lgpMOvnQzy,3376,11,2021,Passing,1005,0.7916,866,0.5205
lgpMOvnQzy,3376,11,2021,Receiving,807,0.2893,755,0.261
mKAqBBmqbg,3398,11,2021,Dribbling,262,0.3584,212,0.2088
mKAqBBmqbg,3398,11,2021,Fouling,24,-0.0016,24,-0.0133
mKAqBBmqbg,3398,11,2021,Interrupting,173,0.2595,129,0.2371
mKAqBBmqbg,3398,11,2021,Passing,865,0.5468,701,0.7176
mKAqBBmqbg,3398,11,2021,Receiving,722,0.218,581,0.2149
mvzqoLZQap,3372,11,2021,Dribbling,242,-0.0238,236,0.3477
mvzqoLZQap,3372,11,2021,Fouling,32,-0.0266,28,-0.0235
mvzqoLZQap,3372,11,2021,Interrupting,156,0.1792,164,0.2942
mvzqoLZQap,3372,11,2021,Passing,907,0.8308,781,0.9727
mvzqoLZQap,3372,11,2021,Receiving,791,0.2864,646,0.2404
NWMWlBK5lz,3369,11,2021,Dribbling,276,0.3816,216,0.4111
NWMWlBK5lz,3369,11,2021,Fouling,29,-0.011,34,-0.0057
NWMWlBK5lz,3369,11,2021,Interrupting,153,0.2572,169,0.274
NWMWlBK5lz,3369,11,2021,Passing,793,0.5327,770,0.5005
NWMWlBK5lz,3369,11,2021,Receiving,713,0.2368,628,0.2158
pzeQZ6xQKw,3370,11,2021,Dribbling,252,0.3085,327,0.2441
pzeQZ6xQKw,3370,11,2021,Fouling,21,-0.0118,41,-0.006
pzeQZ6xQKw,3370,11,2021,Interrupting,145,0.1229,156,0.1274
pzeQZ6xQKw,3370,11,2021,Passing,735,0.676,1009,0.8932
pzeQZ6xQKw,3370,11,2021,Receiving,658,0.2431,911,0.276
Vj58weDM8n,3371,11,2021,Dribbling,252,0.0564,258,0.0482
Vj58weDM8n,3371,11,2021,Fouling,24,-0.0014,40,-0.0128
Vj58weDM8n,3371,11,2021,Interrupting,198,0.292,168,0.2378
Vj58weDM8n,3371,11,2021,Passing,722,0.7504,873,0.9269
Vj58weDM8n,3371,11,2021,Receiving,585,0.1973,697,0.2172
vzqoOgNqap,3350,11,2021,Dribbling,206,0.1372,308,0.4618
vzqoOgNqap,3350,11,2021,Fouling,25,-0.0154,23,-0.0089
vzqoOgNqap,3350,11,2021,Interrupting,159,0.1342,166,0.1708
vzqoOgNqap,3350,11,2021,Passing,818,0.9513,886,0.7533
vzqoOgNqap,3350,11,2021,Receiving,665,0.1862,751,0.2188
WBLMvYAQxe,3398,11,2021,Dribbling,216,0.2453,269,0.3813
WBLMvYAQxe,3398,11,2021,Fouling,25,0.0017,23,-0.0063
WBLMvYAQxe,3398,11,2021,Interrupting,124,0.276,204,0.1267
WBLMvYAQxe,3398,11,2021,Passing,685,0.8164,862,0.7039
WBLMvYAQxe,3398,11,2021,Receiving,586,0.2291,708,0.2778
X0Oq66zq6D,3368,11,2021,Dribbling,229,0.1789,245,0.2658
X0Oq66zq6D,3368,11,2021,Fouling,22,-0.0003,33,-0.002
X0Oq66zq6D,3368,11,2021,Interrupting,181,0.1878,207,0.2027
X0Oq66zq6D,3368,11,2021,Passing,763,0.6934,792,0.8723
X0Oq66zq6D,3368,11,2021,Receiving,603,0.2306,625,0.2083
YgOMngl5wN,3370,11,2021,Dribbling,254,0.1738,255,0.3872
YgOMngl5wN,3370,11,2021,Fouling,23,0.0193,24,0.0108
YgOMngl5wN,3370,11,2021,Interrupting,165,0.115,173,-0.0304
YgOMngl5wN,3370,11,2021,Passing,739,0.7378,829,0.8017
YgOMngl5wN,3370,11,2021,Receiving,601,0.2419,700,0.2376
Z2vQ1xlqrA,3377,11,2021,Dribbling,260,0.3357,257,0.2731
Z2vQ1xlqrA,3377,11,2021,Fouling,22,-0.0039,28,0.0062
Z2vQ1xlqrA,3377,11,2021,Interrupting,125,0.0075,178,0.2116
Z2vQ1xlqrA,3377,11,2021,Passing,771,0.799,788,0.5421
Z2vQ1xlqrA,3377,11,2021,Receiving,705,0.216,669,0.2734
Z2vQ1xlqrA,3377,11,2021,Shooting,0,0.0,1,0.0005
zeQZkL1MKw,3350,11,2021,Dribbling,266,0.3657,248,0.2153
zeQZkL1MKw,3350,11,2021,Fouling,32,0.011,32,0.0243
zeQZkL1MKw,3350,11,2021,Interrupting,176,0.2394,163,0.292
zeQZkL1MKw,3350,11,2021,Passing,731,0.6891,872,0.6276
zeQZkL1MKw,3350,11,2021,Receiving,645,0.2298,719,0.1839
0KPqjA456v,3395,12,2021,Dribbling,200,0.2298,201,0.2895
0KPqjA456v,3395,12,2021,Fouling,20,0.0022,12,-0.0029
0KPqjA456v,3395,12,2021,Interrupting,140,0.2968,89,0.3375
0KPqjA456v,3395,12,2021,Passing,704,0.3493,679,0.5165
0KPqjA456v,3395,12,2021,Receiving,519,0.1643,523,0.1743
19vQ2095K6,3362,12,2021,Dribbling,230,0.5759,211,0.515
19vQ2095K6,3362,12,2021,Fouling,21,-0.0028,10,0.0024
19vQ2095K6,3362,12,2021,Interrupting,115,0.4112,113,0.2261
19vQ2095K6,3362,12,2021,Passing,737,0.6167,587,0.4985
19vQ2095K6,3362,12,2021,Receiving,582,0.1893,511,0.1956
9z5k7Yg5A3,3393,12,2021,Dribbling,190,0.2356,206,0.1624
9z5k7Yg5A3,3393,12,2021,Fouling,19,-0.0158,15,-0.0026
9z5k7Yg5A3,3393,12,2021,Interrupting,157,0.4677,104,0.2771
9z5k7Yg5A3,3393,12,2021,Passing,590,0.2883,571,-0.01
9z5k7Yg5A3,3393,12,2021,Receiving,433,0.1558,491,0.1955
a2lqR4JMr0,3378,12,2021,Dribbling,223,0.1952,221,0.3418
a2lqR4JMr0,3378,12,2021,Fouling,20,-0.0038,10,0.0137
