position,season,pct,p96,pSzn
W,2024,0.01,-0.07187199999999999,-0.014893
W,2024,0.02,-0.046944,-0.005585999999999999
W,2024,0.03,-0.023524800000000023,0.0012369999999999994
W,2024,0.04,-0.0012864000000000451,0.006116000000000002
W,2024,0.05,0.018874666666666595,0.010544999999999997
W,2024,0.060000000000000005,0.024078933333333292,0.011733999999999975
W,2024,0.06999999999999999,0.029283199999999978,0.01292299999999995
W,2024,0.08,0.031004959276018092,0.029679999999999974
W,2024,0.09,0.03110984012066365,0.05366499999999998
W,2024,0.09999999999999999,0.032597498971616616,0.07292
W,2024,0.11,0.038371769642122584,0.07751200000000001
W,2024,0.12,0.04414604031262856,0.08210400000000001
W,2024,0.13,0.046164737360999665,0.08375900000000001
W,2024,0.14,0.04727299231915626,0.084702
W,2024,0.15000000000000002,0.05192259749443144,0.09338500000000007
W,2024,0.16,0.06271054304604544,0.115484
W,2024,0.17,0.07349848859765945,0.137583
W,2024,0.18000000000000002,0.07903540282195351,0.17435000000000006
W,2024,0.19,0.08415776194145916,0.21227500000000002
W,2024,0.2,0.0869814754491712,0.2646200000000002
W,2024,0.21000000000000002,0.08739161106449995,0.3321060000000002
W,2024,0.22,0.08799510798795351,0.397842
W,2024,0.23,0.09236915041984095,0.429453
W,2024,0.24000000000000002,0.09674319285172839,0.46106400000000014
W,2024,0.25,0.09889135844027057,0.51065
W,2024,0.26,0.0996149628490718,0.57174
W,2024,0.27,0.10032790290758303,0.622603
W,2024,0.28,0.1009890446932571,0.623792
W,2024,0.29000000000000004,0.10165018647893118,0.6249810000000001
W,2024,0.3,0.1099887698718938,0.6612699999999999
W,2024,0.31,0.12114241518752894,0.710429
W,2024,0.32,0.12991021643997638,0.7469640000000001
W,2024,0.33,0.13291222787305343,0.7529910000000001
W,2024,0.34,0.1359142393061305,0.7590180000000001
W,2024,0.35000000000000003,0.1379734059544214,0.7776100000000001
W,2024,0.36000000000000004,0.13987094206817752,0.7983560000000001
W,2024,0.37,0.14292505302590727,0.8174359999999999
W,2024,0.38,0.14761197552807043,0.834164
W,2024,0.39,0.1522988980302336,0.850892
W,2024,0.4,0.1532501920788713,0.86422
W,2024,0.41000000000000003,0.1541080954161709,0.877463
W,2024,0.42000000000000004,0.1551322888214272,0.8950840000000001
W,2024,0.43,0.15630009637628253,0.9164859999999999
W,2024,0.44,0.1574607334906006,0.939228
W,2024,0.45,0.15855504402994916,0.9743649999999999
W,2024,0.46,0.1596493545692977,1.009502
W,2024,0.47000000000000003,0.16174480575539568,1.038672
W,2024,0.48000000000000004,0.16435936690647485,1.0647480000000002
W,2024,0.49,0.16640632967032967,1.0890600000000001
W,2024,0.5,0.16643516483516485,1.1071
W,2024,0.51,0.166464,1.12514
W,2024,0.52,0.16843572751299335,1.131852
W,2024,0.53,0.17095389349890616,1.135378
W,2024,0.54,0.17334249021864212,1.145918
W,2024,0.55,0.17548120335360842,1.169985
W,2024,0.56,0.17761991648857473,1.194052
W,2024,0.5700000000000001,0.17791746976744185,1.1999149999999998
W,2024,0.5800000000000001,0.17801597873754152,1.2038099999999998
W,2024,0.59,0.18233761380963792,1.2362049999999993
W,2024,0.6,0.19154918436825696,1.3015999999999996
W,2024,0.61,0.20063335579582595,1.3673709999999994
W,2024,0.62,0.20462156198139295,1.4481819999999996
W,2024,0.63,0.20860976816696,1.5289930000000003
W,2024,0.64,0.21047075448450098,1.5738040000000002
W,2024,0.65,0.21082496006219023,1.5931150000000003
W,2024,0.66,0.21122069375210525,1.6130140000000002
W,2024,0.67,0.2118586747633373,1.6363430000000003
W,2024,0.68,0.21249665577456936,1.6596720000000003
W,2024,0.6900000000000001,0.21696133281175042,1.6857560000000003
W,2024,0.7000000000000001,0.22300947027346205,1.7129800000000004
W,2024,0.7100000000000001,0.22835965046375914,1.8287430000000027
W,2024,0.72,0.23180631082292577,2.1859759999999993
W,2024,0.73,0.23525297118209243,2.5432089999999996
W,2024,0.74,0.2362012783719172,2.6780139999999997
W,2024,0.75,0.23663521873275983,2.767025
W,2024,0.76,0.23717474386965304,2.877428
W,2024,0.77,0.23787924521912523,3.021256
W,2024,0.78,0.23858374656859746,3.1650840000000002
W,2024,0.79,0.2401223771763704,3.2563790000000004
W,2024,0.8,0.24170378364354336,3.344980000000001
W,2024,0.81,0.24300508753895317,3.523965000000001
W,2024,0.8200000000000001,0.24403962708030288,3.789030000000003
W,2024,0.8300000000000001,0.24500333535748747,4.046025
W,2024,0.8400000000000001,0.245069847621914,4.200800000000002
W,2024,0.85,0.2451363598863405,4.355575000000001
W,2024,0.86,0.2477452361582016,4.620875999999999
W,2024,0.87,0.25182086089589045,4.949942000000002
W,2024,0.88,0.25513007615731625,5.239224
W,2024,0.89,0.25527785232915756,5.364397
W,2024,0.9,0.25542562850099887,5.489569999999999
W,2024,0.91,0.25883157587051203,5.639016000000001
W,2024,0.92,0.2632885462070161,5.796291999999999
W,2024,0.93,0.26669925512961046,5.937331
W,2024,0.9400000000000001,0.2678564779299378,6.043398
W,2024,0.9500000000000001,0.2690137007302651,6.149465
W,2024,0.9600000000000001,0.26968477173576105,6.563188000000007
W,2024,0.97,0.2702883216586416,7.019640999999996
W,2024,0.98,0.2889794587864668,7.295751999999999
W,2024,0.99,0.33078251289838767,7.341425999999999
W,2024,1.0,0.37258556701030926,7.3871
W,2025,0.01,-0.15576320000000002,-0.086285
W,2025,0.02,-0.1496064,-0.06347
W,2025,0.03,-0.1391649523809524,-0.045908000000000004
W,2025,0.04,-0.12317866666666667,-0.035144
