team_id,minutes,zone,season_name,game_state,data.action_type,data.num_actions_for,data.goals_added_for,data.num_actions_against,data.goals_added_against
0KPqjA456v,383,1,2021,-2,Dribbling,7,-0.0458,5,-0.0122
0KPqjA456v,383,1,2021,-2,Fouling,1,0.0018,2,0.005
0KPqjA456v,383,1,2021,-2,Passing,18,0.0345,16,0.0455
0KPqjA456v,383,1,2021,-2,Receiving,9,-0.0006,8,-0.0011
19vQ2095K6,158,1,2021,-2,Dribbling,4,0.0029,2,0.0047
19vQ2095K6,158,1,2021,-2,Fouling,1,-0.0011,0,0.0
19vQ2095K6,158,1,2021,-2,Passing,8,0.0396,7,0.0092
19vQ2095K6,158,1,2021,-2,Receiving,5,0.0005,4,0.0002
9z5k7Yg5A3,44,1,2021,-2,Dribbling,1,-0.0003,1,-0.0004
9z5k7Yg5A3,44,1,2021,-2,Passing,2,-0.0002,3,-0.0052
9z5k7Yg5A3,44,1,2021,-2,Receiving,2,-0.0004,3,0.0003
a2lqR4JMr0,206,1,2021,-2,Dribbling,2,0.0008,6,-0.0012
a2lqR4JMr0,206,1,2021,-2,Fouling,1,0.0021,1,0.0028
a2lqR4JMr0,206,1,2021,-2,Passing,10,0.0021,18,0.0181
a2lqR4JMr0,206,1,2021,-2,Receiving,4,-0.0004,6,0.0012
a2lqRX2Mr0,150,1,2021,-2,Dribbling,0,0.0,1,0.0025
a2lqRX2Mr0,150,1,2021,-2,Fouling,0,0.0,2,0.0031
a2lqRX2Mr0,150,1,2021,-2,Passing,9,0.0454,14,0.0596
a2lqRX2Mr0,150,1,2021,-2,Receiving,2,0.001,6,0.0004
APk5LGOMOW,179,1,2021,-2,Dribbling,4,0.0147,1,0.0007
APk5LGOMOW,179,1,2021,-2,Passing,10,0.0165,7,0.0118
APk5LGOMOW,179,1,2021,-2,Receiving,7,-0.0003,2,0.0003
EKXMeX3Q64,281,1,2021,-2,Dribbling,5,0.0055,3,0.0039
EKXMeX3Q64,281,1,2021,-2,Fouling,0,0.0,3,0.0097
EKXMeX3Q64,281,1,2021,-2,Passing,14,0.0384,14,0.0152
EKXMeX3Q64,281,1,2021,-2,Receiving,3,0.0,6,-0.0003
eVq3ya6MWO,225,1,2021,-2,Dribbling,4,-0.0191,1,-0.0023
eVq3ya6MWO,225,1,2021,-2,Fouling,1,0.0035,1,0.0025
eVq3ya6MWO,225,1,2021,-2,Passing,7,0.0158,12,0.0034
eVq3ya6MWO,225,1,2021,-2,Receiving,2,0.0001,1,0.0
gpMOLwl5zy,418,1,2021,-2,Dribbling,3,0.0057,5,-0.0076
gpMOLwl5zy,418,1,2021,-2,Fouling,2,0.0018,1,0.0016
gpMOLwl5zy,418,1,2021,-2,Passing,22,0.0361,31,0.0633
gpMOLwl5zy,418,1,2021,-2,Receiving,11,0.0008,15,0.0001
jYQJ19EqGR,117,1,2021,-2,Dribbling,2,-0.0236,5,0.003
jYQJ19EqGR,117,1,2021,-2,Passing,7,0.0175,7,0.0097
jYQJ19EqGR,117,1,2021,-2,Receiving,4,0.0006,5,-0.0003
jYQJ8EW5GR,224,1,2021,-2,Dribbling,1,0.0009,1,0.0117
jYQJ8EW5GR,224,1,2021,-2,Passing,10,0.0067,9,0.0018
jYQJ8EW5GR,224,1,2021,-2,Receiving,5,0.0004,5,0.0002
kaDQ0wRqEv,313,1,2021,-2,Dribbling,9,-0.0264,5,0.0114
kaDQ0wRqEv,313,1,2021,-2,Fouling,1,0.003,0,0.0
kaDQ0wRqEv,313,1,2021,-2,Passing,5,-0.0034,23,0.019
kaDQ0wRqEv,313,1,2021,-2,Receiving,6,0.0,13,0.0
KAqBN0Vqbg,54,1,2021,-2,Passing,4,0.0039,1,0.0023
KAqBN0Vqbg,54,1,2021,-2,Receiving,2,-0.0002,0,0.0
kRQabn8MKZ,568,1,2021,-2,Dribbling,9,-0.0006,12,0.0444
kRQabn8MKZ,568,1,2021,-2,Fouling,4,0.0092,1,0.0033
kRQabn8MKZ,568,1,2021,-2,Passing,36,0.0756,39,0.0322
kRQabn8MKZ,568,1,2021,-2,Receiving,15,0.0009,23,0.0013
kRQand1MKZ,192,1,2021,-2,Dribbling,1,0.002,2,-0.0037
kRQand1MKZ,192,1,2021,-2,Passing,5,0.0103,10,0.0289
kRQand1MKZ,192,1,2021,-2,Receiving,3,0.0005,6,-0.0004
lgpMOvnQzy,241,1,2021,-2,Dribbling,2,-0.0003,3,-0.0048
lgpMOvnQzy,241,1,2021,-2,Passing,9,0.0127,9,0.0388
lgpMOvnQzy,241,1,2021,-2,Receiving,5,0.0002,4,0.0023
mKAqBBmqbg,409,1,2021,-2,Dribbling,7,-0.0087,6,0.0057
mKAqBBmqbg,409,1,2021,-2,Fouling,3,0.0138,0,0.0
mKAqBBmqbg,409,1,2021,-2,Passing,33,0.0196,28,0.0775
mKAqBBmqbg,409,1,2021,-2,Receiving,21,-0.001,19,-0.0009
mvzqoLZQap,265,1,2021,-2,Dribbling,2,-0.0547,2,0.0016
mvzqoLZQap,265,1,2021,-2,Passing,10,0.0089,13,0.0183
mvzqoLZQap,265,1,2021,-2,Receiving,4,-0.0004,5,-0.0002
NWMWlBK5lz,569,1,2021,-2,Dribbling,11,0.0032,9,0.0013
NWMWlBK5lz,569,1,2021,-2,Fouling,0,0.0,2,0.0056
NWMWlBK5lz,569,1,2021,-2,Passing,31,0.0409,26,0.0821
NWMWlBK5lz,569,1,2021,-2,Receiving,25,0.0012,16,-0.0005
pzeQZ6xQKw,296,1,2021,-2,Dribbling,2,-0.0126,3,0.001
pzeQZ6xQKw,296,1,2021,-2,Passing,15,0.0172,26,0.0233
pzeQZ6xQKw,296,1,2021,-2,Receiving,11,0.0015,13,0.0036
Vj58weDM8n,101,1,2021,-2,Passing,2,0.0027,1,0.0054
Vj58weDM8n,101,1,2021,-2,Receiving,2,0.0,1,0.0
vzqoOgNqap,121,1,2021,-2,Dribbling,1,0.0045,2,0.0019
vzqoOgNqap,121,1,2021,-2,Passing,2,0.0018,6,0.0151
vzqoOgNqap,121,1,2021,-2,Receiving,2,3.495e-06,2,-0.0001
WBLMvYAQxe,421,1,2021,-2,Dribbling,2,-0.0015,10,-0.0029
WBLMvYAQxe,421,1,2021,-2,Fouling,1,0.004,0,0.0
WBLMvYAQxe,421,1,2021,-2,Passing,12,-0.1012,30,0.0529
WBLMvYAQxe,421,1,2021,-2,Receiving,7,-0.0001,22,0.0024
X0Oq66zq6D,456,1,2021,-2,Dribbling,5,0.0001,7,0.0182
X0Oq66zq6D,456,1,2021,-2,Fouling,1,0.0035,0,0.0
X0Oq66zq6D,456,1,2021,-2,Passing,22,0.068,23,0.0455
X0Oq66zq6D,456,1,2021,-2,Receiving,9,0.0002,14,0.0008
YgOMngl5wN,503,1,2021,-2,Dribbling,6,-0.0149,6,-0.0064
YgOMngl5wN,503,1,2021,-2,Fouling,2,0.0052,1,0.003
YgOMngl5wN,503,1,2021,-2,Passing,20,0.0337,24,0.0494
YgOMngl5wN,503,1,2021,-2,Receiving,11,0.0001,13,0.0003
Z2vQ1xlqrA,174,1,2021,-2,Dribbling,1,-0.0019,3,-0.0035
Z2vQ1xlqrA,174,1,2021,-2,Fouling,1,0.0038,2,0.0058
Z2vQ1xlqrA,174,1,2021,-2,Passing,7,0.011,22,0.0723
Z2vQ1xlqrA,174,1,2021,-2,Receiving,3,0.0,12,0.001
zeQZkL1MKw,462,1,2021,-2,Dribbling,6,-0.0024,4,0.0041
zeQZkL1MKw,462,1,2021,-2,Fouling,1,0.002,0,0.0
zeQZkL1MKw,462,1,2021,-2,Passing,10,0.0244,18,0.0497
zeQZkL1MKw,462,1,2021,-2,Receiving,6,0.0,12,0.0004
0KPqjA456v,566,1,2021,-1,Dribbling,11,0.0117,5,-0.0041
0KPqjA456v,566,1,2021,-1,Fouling,1,0.003,1,0.0024
0KPqjA456v,566,1,2021,-1,Passing,21,0.0394,17,0.0024
0KPqjA456v,566,1,2021,-1,Receiving,19,-0.0001,6,-0.0002
19vQ2095K6,420,1,2021,-1,Dribbling,6,0.0007,9,-0.0406
19vQ2095K6,420,1,2021,-1,Fouling,3,0.0099,1,0.0021
19vQ2095K6,420,1,2021,-1,Passing,32,0.0858,22,0.0276
19vQ2095K6,420,1,2021,-1,Receiving,15,-0.0002,10,0.0018
9z5k7Yg5A3,692,1,2021,-1,Dribbling,10,-0.0128,8,-0.0357
9z5k7Yg5A3,692,1,2021,-1,Fouling,1,0.0038,1,0.0028
9z5k7Yg5A3,692,1,2021,-1,Passing,31,0.0574,23,0.054
9z5k7Yg5A3,692,1,2021,-1,Receiving,19,-0.0004,14,-0.0011
a2lqR4JMr0,663,1,2021,-1,Dribbling,7,0.0136,7,-0.0065
a2lqR4JMr0,663,1,2021,-1,Fouling,1,0.0016,0,0.0
a2lqR4JMr0,663,1,2021,-1,Passing,24,0.0725,29,0.0669
a2lqR4JMr0,663,1,2021,-1,Receiving,11,-0.0012,18,-4.3454e-06
a2lqRX2Mr0,628,1,2021,-1,Dribbling,13,0.012,11,0.034
a2lqRX2Mr0,628,1,2021,-1,Fouling,2,0.0057,1,0.0037
a2lqRX2Mr0,628,1,2021,-1,Passing,44,0.0576,26,0.0726
a2lqRX2Mr0,628,1,2021,-1,Receiving,14,-0.0001,9,0.0003
APk5LGOMOW,429,1,2021,-1,Dribbling,7,-0.0208,5,-0.0229
APk5LGOMOW,429,1,2021,-1,Passing,33,0.0507,19,0.0259
APk5LGOMOW,429,1,2021,-1,Receiving,19,-0.0019,7,0.0011
EKXMeX3Q64,701,1,2021,-1,Dribbling,7,0.0052,24,0.0101
EKXMeX3Q64,701,1,2021,-1,Fouling,0,0.0,6,0.0196
EKXMeX3Q64,701,1,2021,-1,Passing,27,0.0563,54,0.1183
EKXMeX3Q64,701,1,2021,-1,Receiving,15,0.0,28,0.0021
eVq3ya6MWO,573,1,2021,-1,Dribbling,4,-0.0223,4,-0.0045
eVq3ya6MWO,573,1,2021,-1,Fouling,5,0.0128,1,0.0019
eVq3ya6MWO,573,1,2021,-1,Passing,23,0.0628,31,-0.0281
eVq3ya6MWO,573,1,2021,-1,Receiving,5,0.001,11,0.0017
gpMOLwl5zy,684,1,2021,-1,Dribbling,15,0.0221,15,-0.0289
gpMOLwl5zy,684,1,2021,-1,Passing,34,0.1023,31,0.0827
gpMOLwl5zy,684,1,2021,-1,Receiving,19,-0.0004,16,0.0004
jYQJ19EqGR,495,1,2021,-1,Dribbling,5,0.0124,5,-0.0084
jYQJ19EqGR,495,1,2021,-1,Fouling,1,0.0023,1,0.0027
jYQJ19EqGR,495,1,2021,-1,Passing,21,0.0376,22,0.034
jYQJ19EqGR,495,1,2021,-1,Receiving,7,0.0008,5,0.001
jYQJ8EW5GR,594,1,2021,-1,Dribbling,10,0.0237,5,-0.002
jYQJ8EW5GR,594,1,2021,-1,Passing,32,0.0405,19,0.0256
jYQJ8EW5GR,594,1,2021,-1,Receiving,13,1.4254e-06,13,-0.0006
kaDQ0wRqEv,553,1,2021,-1,Dribbling,4,0.0139,6,0.006
kaDQ0wRqEv,553,1,2021,-1,Fouling,1,0.0031,0,0.0
kaDQ0wRqEv,553,1,2021,-1,Passing,15,0.0128,16,0.0274
kaDQ0wRqEv,553,1,2021,-1,Receiving,9,0.0,10,-0.0002
KAqBN0Vqbg,554,1,2021,-1,Dribbling,17,0.0324,6,0.0024
KAqBN0Vqbg,554,1,2021,-1,Fouling,1,0.0037,3,0.0092
KAqBN0Vqbg,554,1,2021,-1,Passing,33,0.0468,31,-0.0054
KAqBN0Vqbg,554,1,2021,-1,Receiving,26,0.0005,16,0.0008
kRQabn8MKZ,978,1,2021,-1,Dribbling,11,-0.0072,18,-0.0257
kRQabn8MKZ,978,1,2021,-1,Fouling,1,0.0044,2,0.0046
kRQabn8MKZ,978,1,2021,-1,Passing,59,0.0371,50,0.0829
kRQabn8MKZ,978,1,2021,-1,Receiving,40,0.0078,34,0.0013
kRQand1MKZ,708,1,2021,-1,Dribbling,10,-0.0398,12,-0.0162
kRQand1MKZ,708,1,2021,-1,Fouling,1,0.002,4,0.0103
kRQand1MKZ,708,1,2021,-1,Passing,34,0.0901,47,0.1084
kRQand1MKZ,708,1,2021,-1,Receiving,11,0.0006,22,-0.0006
lgpMOvnQzy,607,1,2021,-1,Dribbling,4,-0.0169,11,-0.0162
lgpMOvnQzy,607,1,2021,-1,Fouling,1,0.0014,0,0.0
lgpMOvnQzy,607,1,2021,-1,Passing,26,0.0735,42,0.0637
lgpMOvnQzy,607,1,2021,-1,Receiving,11,-0.0004,17,-0.0005
mKAqBBmqbg,680,1,2021,-1,Dribbling,4,0.1053,13,-0.0225
mKAqBBmqbg,680,1,2021,-1,Fouling,2,0.0089,2,0.0053
mKAqBBmqbg,680,1,2021,-1,Passing,46,0.0503,45,0.1029
mKAqBBmqbg,680,1,2021,-1,Receiving,22,0.0004,27,0.0012
mvzqoLZQap,801,1,2021,-1,Dribbling,17,0.0004,13,0.0206
mvzqoLZQap,801,1,2021,-1,Fouling,0,0.0,1,0.0016
mvzqoLZQap,801,1,2021,-1,Passing,48,0.1205,53,0.1257
mvzqoLZQap,801,1,2021,-1,Receiving,29,0.0021,28,0.0016
NWMWlBK5lz,679,1,2021,-1,Dribbling,8,-0.012,8,0.0058
NWMWlBK5lz,679,1,2021,-1,Fouling,3,0.0111,1,0.002
NWMWlBK5lz,679,1,2021,-1,Passing,33,0.0983,36,0.0499
NWMWlBK5lz,679,1,2021,-1,Receiving,17,0.0003,18,0.0011
pzeQZ6xQKw,377,1,2021,-1,Dribbling,5,0.006,4,-0.0121
pzeQZ6xQKw,377,1,2021,-1,Passing,22,0.0389,21,0.0497
pzeQZ6xQKw,377,1,2021,-1,Receiving,16,-0.0002,14,-0.0003
Vj58weDM8n,666,1,2021,-1,Dribbling,13,0.003,3,-0.0018
Vj58weDM8n,666,1,2021,-1,Fouling,3,0.0066,4,0.0092
Vj58weDM8n,666,1,2021,-1,Passing,56,0.06,36,0.1444
Vj58weDM8n,666,1,2021,-1,Receiving,28,0.0014,5,-0.0002
vzqoOgNqap,556,1,2021,-1,Dribbling,4,0.0015,11,-0.0166
vzqoOgNqap,556,1,2021,-1,Fouling,0,0.0,2,0.0061
vzqoOgNqap,556,1,2021,-1,Passing,19,0.0493,28,0.0695
vzqoOgNqap,556,1,2021,-1,Receiving,12,-0.0003,16,0.0001
WBLMvYAQxe,460,1,2021,-1,Dribbling,5,0.0134,1,0.0055
WBLMvYAQxe,460,1,2021,-1,Passing,19,0.0458,23,0.0343
WBLMvYAQxe,460,1,2021,-1,Receiving,9,-0.0003,8,-0.0005
X0Oq66zq6D,604,1,2021,-1,Dribbling,7,0.0118,8,-0.013
X0Oq66zq6D,604,1,2021,-1,Fouling,2,0.0034,2,0.0072
X0Oq66zq6D,604,1,2021,-1,Passing,29,0.0451,25,0.0413
X0Oq66zq6D,604,1,2021,-1,Receiving,14,-0.0008,11,-0.0004
YgOMngl5wN,543,1,2021,-1,Dribbling,4,-0.0047,9,0.0071
YgOMngl5wN,543,1,2021,-1,Fouling,1,0.0013,1,0.0031
YgOMngl5wN,543,1,2021,-1,Passing,21,0.0438,33,0.0519
YgOMngl5wN,543,1,2021,-1,Receiving,10,7.708e-06,16,0.0019
Z2vQ1xlqrA,804,1,2021,-1,Dribbling,13,-0.0035,10,0.0233
Z2vQ1xlqrA,804,1,2021,-1,Fouling,1,0.0049,3,0.0056
Z2vQ1xlqrA,804,1,2021,-1,Passing,37,0.0262,74,0.1136
Z2vQ1xlqrA,804,1,2021,-1,Receiving,27,0.0036,42,0.0009
zeQZkL1MKw,595,1,2021,-1,Dribbling,7,-0.0125,3,0.0105
zeQZkL1MKw,595,1,2021,-1,Fouling,3,0.0042,1,0.0083
zeQZkL1MKw,595,1,2021,-1,Passing,29,0.1246,18,0.0051
zeQZkL1MKw,595,1,2021,-1,Receiving,12,-0.0008,13,-0.0009
0KPqjA456v,1621,1,2021,0,Dribbling,31,-0.0525,22,-0.0523
0KPqjA456v,1621,1,2021,0,Fouling,4,0.0111,2,0.0052
0KPqjA456v,1621,1,2021,0,Passing,115,0.145,69,0.105
0KPqjA456v,1621,1,2021,0,Receiving,76,0.0003,32,-0.0012
19vQ2095K6,1520,1,2021,0,Dribbling,15,0.0075,23,0.0264
19vQ2095K6,1520,1,2021,0,Fouling,3,0.0059,1,0.0056
19vQ2095K6,1520,1,2021,0,Passing,74,0.1701,82,0.1504
19vQ2095K6,1520,1,2021,0,Receiving,27,0.0032,42,-0.0007
9z5k7Yg5A3,1577,1,2021,0,Dribbling,26,0.0783,19,-0.041
9z5k7Yg5A3,1577,1,2021,0,Fouling,4,0.0062,2,0.0074
9z5k7Yg5A3,1577,1,2021,0,Passing,66,0.102,83,0.218
9z5k7Yg5A3,1577,1,2021,0,Receiving,32,0.0043,46,0.0028
a2lqR4JMr0,1556,1,2021,0,Dribbling,26,0.3288,25,-0.0349
a2lqR4JMr0,1556,1,2021,0,Fouling,2,0.0049,2,0.0044
a2lqR4JMr0,1556,1,2021,0,Passing,110,0.1752,88,0.156
a2lqR4JMr0,1556,1,2021,0,Receiving,51,-0.0014,46,0.0013
a2lqRX2Mr0,1593,1,2021,0,Dribbling,23,-0.0275,21,0.0025
a2lqRX2Mr0,1593,1,2021,0,Fouling,0,0.0,5,0.0194
a2lqRX2Mr0,1593,1,2021,0,Passing,66,-0.0647,109,0.1428
a2lqRX2Mr0,1593,1,2021,0,Receiving,32,0.0031,64,0.0049
APk5LGOMOW,1931,1,2021,0,Dribbling,25,0.0894,22,-0.0596
APk5LGOMOW,1931,1,2021,0,Fouling,6,0.0153,3,0.0046
APk5LGOMOW,1931,1,2021,0,Passing,151,0.1045,132,0.0998
APk5LGOMOW,1931,1,2021,0,Receiving,103,-0.0035,77,0.0006
EKXMeX3Q64,1195,1,2021,0,Dribbling,16,0.0178,15,0.0223
EKXMeX3Q64,1195,1,2021,0,Fouling,1,0.0046,3,0.0068
EKXMeX3Q64,1195,1,2021,0,Passing,59,0.0771,85,0.1364
EKXMeX3Q64,1195,1,2021,0,Receiving,38,-0.0086,41,0.0006
eVq3ya6MWO,1643,1,2021,0,Dribbling,10,0.0122,29,-0.0392
eVq3ya6MWO,1643,1,2021,0,Fouling,5,0.0133,5,0.015
eVq3ya6MWO,1643,1,2021,0,Passing,56,0.068,117,0.1677
eVq3ya6MWO,1643,1,2021,0,Receiving,27,0.0024,76,-0.0001
gpMOLwl5zy,1419,1,2021,0,Dribbling,18,-0.077,22,0.0157
gpMOLwl5zy,1419,1,2021,0,Fouling,5,0.0146,0,0.0
gpMOLwl5zy,1419,1,2021,0,Passing,92,0.0909,69,0.0323
gpMOLwl5zy,1419,1,2021,0,Receiving,58,0.0032,41,-0.0001
jYQJ19EqGR,1664,1,2021,0,Dribbling,24,-0.0044,19,0.0177
jYQJ19EqGR,1664,1,2021,0,Fouling,3,0.0058,3,0.0086
jYQJ19EqGR,1664,1,2021,0,Passing,93,0.1367,94,0.0659
jYQJ19EqGR,1664,1,2021,0,Receiving,53,0.0015,50,-0.0007
jYQJ8EW5GR,1634,1,2021,0,Dribbling,20,-0.0201,26,0.0063
jYQJ8EW5GR,1634,1,2021,0,Fouling,5,0.0145,3,0.0062
jYQJ8EW5GR,1634,1,2021,0,Passing,92,0.1858,88,0.2035
jYQJ8EW5GR,1634,1,2021,0,Receiving,34,-0.0009,45,-0.0008
kaDQ0wRqEv,1668,1,2021,0,Dribbling,29,0.0687,29,0.0562
kaDQ0wRqEv,1668,1,2021,0,Fouling,3,0.0065,3,0.0072
kaDQ0wRqEv,1668,1,2021,0,Passing,104,0.2195,94,0.1322
kaDQ0wRqEv,1668,1,2021,0,Receiving,46,0.0028,59,0.0008
KAqBN0Vqbg,1685,1,2021,0,Dribbling,30,-0.0128,14,0.111
KAqBN0Vqbg,1685,1,2021,0,Fouling,3,0.01,4,0.0125
KAqBN0Vqbg,1685,1,2021,0,Passing,124,0.233,65,-0.05
KAqBN0Vqbg,1685,1,2021,0,Receiving,83,0.0007,35,-0.0002
kRQabn8MKZ,1266,1,2021,0,Dribbling,20,-0.1055,20,-0.0447
kRQabn8MKZ,1266,1,2021,0,Fouling,2,0.006,3,0.0085
kRQabn8MKZ,1266,1,2021,0,Passing,59,0.1311,93,-0.0494
kRQabn8MKZ,1266,1,2021,0,Receiving,38,0.0065,56,-0.0041
kRQand1MKZ,1530,1,2021,0,Dribbling,15,0.0453,28,0.0255
kRQand1MKZ,1530,1,2021,0,Fouling,1,0.0047,4,0.0065
kRQand1MKZ,1530,1,2021,0,Passing,52,0.1168,106,0.1184
kRQand1MKZ,1530,1,2021,0,Receiving,18,-0.0001,73,0.0009
lgpMOvnQzy,1849,1,2021,0,Dribbling,31,0.0147,17,-0.0088
lgpMOvnQzy,1849,1,2021,0,Fouling,2,0.0061,4,0.008
lgpMOvnQzy,1849,1,2021,0,Passing,98,0.2591,101,0.1255
lgpMOvnQzy,1849,1,2021,0,Receiving,55,0.0014,54,0.003
mKAqBBmqbg,1613,1,2021,0,Dribbling,26,0.0038,20,0.0009
mKAqBBmqbg,1613,1,2021,0,Fouling,1,0.0038,0,0.0
mKAqBBmqbg,1613,1,2021,0,Passing,143,0.1255,79,0.1764
mKAqBBmqbg,1613,1,2021,0,Receiving,83,0.0009,48,0.0016
mvzqoLZQap,1666,1,2021,0,Dribbling,37,-0.006,18,-0.0069
mvzqoLZQap,1666,1,2021,0,Fouling,2,0.0029,3,0.0062
mvzqoLZQap,1666,1,2021,0,Passing,109,0.2152,83,0.1114
mvzqoLZQap,1666,1,2021,0,Receiving,82,-0.0007,41,0.0067
NWMWlBK5lz,1516,1,2021,0,Dribbling,25,0.0109,11,0.0
NWMWlBK5lz,1516,1,2021,0,Fouling,2,0.008,4,0.0097
NWMWlBK5lz,1516,1,2021,0,Passing,130,0.119,69,0.0171
NWMWlBK5lz,1516,1,2021,0,Receiving,73,-0.0001,31,0.0022
pzeQZ6xQKw,1707,1,2021,0,Dribbling,22,0.0376,35,-0.0106
pzeQZ6xQKw,1707,1,2021,0,Fouling,3,0.0099,1,0.0025
pzeQZ6xQKw,1707,1,2021,0,Passing,87,0.041,106,0.257
pzeQZ6xQKw,1707,1,2021,0,Receiving,59,-0.0009,63,0.0036
Vj58weDM8n,1531,1,2021,0,Dribbling,11,0.0048,27,0.0122
Vj58weDM8n,1531,1,2021,0,Fouling,3,0.008,3,0.0087
Vj58weDM8n,1531,1,2021,0,Passing,72,0.149,94,0.0585
Vj58weDM8n,1531,1,2021,0,Receiving,33,0.0003,61,0.0017
vzqoOgNqap,1796,1,2021,0,Dribbling,16,-0.0343,33,-0.0464
vzqoOgNqap,1796,1,2021,0,Fouling,2,0.006,4,0.0106
vzqoOgNqap,1796,1,2021,0,Passing,88,0.0955,93,0.1484
vzqoOgNqap,1796,1,2021,0,Receiving,40,0.005,55,0.0016
WBLMvYAQxe,1398,1,2021,0,Dribbling,26,-0.0152,25,0.0214
WBLMvYAQxe,1398,1,2021,0,Fouling,2,0.0031,3,0.0143
WBLMvYAQxe,1398,1,2021,0,Passing,62,0.0882,68,0.1374
WBLMvYAQxe,1398,1,2021,0,Receiving,42,0.0105,46,-0.0006
X0Oq66zq6D,1674,1,2021,0,Dribbling,17,0.001,16,0.0317
X0Oq66zq6D,1674,1,2021,0,Fouling,1,0.0047,4,0.0092
X0Oq66zq6D,1674,1,2021,0,Passing,94,0.1065,93,0.2063
X0Oq66zq6D,1674,1,2021,0,Receiving,55,0.001,41,-0.0004
YgOMngl5wN,1616,1,2021,0,Dribbling,14,-0.0039,20,0.0543
YgOMngl5wN,1616,1,2021,0,Fouling,1,0.0031,3,0.0088
YgOMngl5wN,1616,1,2021,0,Passing,47,0.1147,87,0.1024
YgOMngl5wN,1616,1,2021,0,Receiving,30,0.0013,39,0.0017
Z2vQ1xlqrA,1321,1,2021,0,Dribbling,23,-0.0154,15,0.2766
Z2vQ1xlqrA,1321,1,2021,0,Fouling,1,0.0034,1,0.0036
Z2vQ1xlqrA,1321,1,2021,0,Passing,109,0.1469,103,0.139
Z2vQ1xlqrA,1321,1,2021,0,Receiving,85,-0.0005,68,0.0082
zeQZkL1MKw,1728,1,2021,0,Dribbling,23,0.0099,28,0.0198
zeQZkL1MKw,1728,1,2021,0,Fouling,6,0.0173,0,0.0
zeQZkL1MKw,1728,1,2021,0,Passing,90,-0.0352,92,0.2078
zeQZkL1MKw,1728,1,2021,0,Receiving,35,-0.0025,58,-0.004
0KPqjA456v,599,1,2021,1,Dribbling,8,0.0064,7,0.0879
0KPqjA456v,599,1,2021,1,Fouling,3,0.007,1,0.0022
0KPqjA456v,599,1,2021,1,Passing,31,0.0681,25,0.0541
0KPqjA456v,599,1,2021,1,Receiving,16,0.0009,11,0.0002
19vQ2095K6,944,1,2021,1,Dribbling,10,0.0027,26,0.0559
19vQ2095K6,944,1,2021,1,Fouling,3,0.0073,1,0.0037
19vQ2095K6,944,1,2021,1,Passing,33,0.038,69,0.1179
19vQ2095K6,944,1,2021,1,Receiving,8,-0.0004,49,-0.0005
9z5k7Yg5A3,784,1,2021,1,Dribbling,11,0.0808,12,-0.0496
9z5k7Yg5A3,784,1,2021,1,Fouling,3,0.0055,1,0.0039
9z5k7Yg5A3,784,1,2021,1,Passing,41,0.1211,49,0.053
9z5k7Yg5A3,784,1,2021,1,Receiving,9,0.0002,28,0.0019
a2lqR4JMr0,747,1,2021,1,Dribbling,15,0.0346,8,0.0168
a2lqR4JMr0,747,1,2021,1,Passing,37,0.0809,23,0.0362
a2lqR4JMr0,747,1,2021,1,Receiving,25,0.0007,11,-0.0005
a2lqRX2Mr0,842,1,2021,1,Dribbling,7,-0.0166,8,0.0053
a2lqRX2Mr0,842,1,2021,1,Fouling,1,0.0022,5,0.0119
a2lqRX2Mr0,842,1,2021,1,Passing,27,0.0753,65,0.1421
a2lqRX2Mr0,842,1,2021,1,Receiving,7,-0.0003,30,0.0003
APk5LGOMOW,603,1,2021,1,Dribbling,10,0.0038,5,0.0091
APk5LGOMOW,603,1,2021,1,Fouling,3,0.0125,1,0.0038
APk5LGOMOW,603,1,2021,1,Passing,24,0.0346,24,0.063
APk5LGOMOW,603,1,2021,1,Receiving,25,0.001,15,0.0006
EKXMeX3Q64,760,1,2021,1,Dribbling,10,-0.0099,9,0.017
EKXMeX3Q64,760,1,2021,1,Fouling,4,0.0123,2,0.0035
EKXMeX3Q64,760,1,2021,1,Passing,36,0.1382,60,0.0986
EKXMeX3Q64,760,1,2021,1,Receiving,7,0.0,24,0.0007
eVq3ya6MWO,743,1,2021,1,Dribbling,9,-0.0186,21,-0.006
eVq3ya6MWO,743,1,2021,1,Fouling,2,0.0052,0,0.0
eVq3ya6MWO,743,1,2021,1,Passing,29,0.0275,54,0.0956
eVq3ya6MWO,743,1,2021,1,Receiving,11,-0.0002,35,0.0038
gpMOLwl5zy,527,1,2021,1,Dribbling,8,-0.0078,2,-0.0185
gpMOLwl5zy,527,1,2021,1,Passing,38,0.0452,19,0.0483
gpMOLwl5zy,527,1,2021,1,Receiving,25,0.0017,6,0.0001
jYQJ19EqGR,727,1,2021,1,Dribbling,2,-0.005,7,0.0087
jYQJ19EqGR,727,1,2021,1,Passing,39,0.0933,28,0.012
jYQJ19EqGR,727,1,2021,1,Receiving,15,-0.0003,15,-0.0003
jYQJ8EW5GR,687,1,2021,1,Dribbling,7,-0.0039,9,0.0254
jYQJ8EW5GR,687,1,2021,1,Fouling,5,0.0161,5,0.0147
jYQJ8EW5GR,687,1,2021,1,Passing,32,0.0554,25,0.031
jYQJ8EW5GR,687,1,2021,1,Receiving,19,0.0015,16,0.0037
kaDQ0wRqEv,615,1,2021,1,Dribbling,12,-0.0609,5,0.0113
