competition,season_name,team_id
mls,2023,mvzqoLZQap
mls,2023,kRQabn8MKZ
mls,2023,WBLMvYAQxe
mls,2023,9z5k7Yg5A3
mls,2023,YgOMngl5wN
mls,2023,a2lqR4JMr0
mls,2023,19vQ2095K6
mls,2023,EKXMeX3Q64
mls,2023,jYQJ19EqGR
mls,2023,lgpMOvnQzy
mls,2023,kaDQ0wRqEv
mls,2023,pzeQZ6xQKw
mls,2023,APk5LGOMOW
mls,2023,Vj58weDM8n
mls,2023,jYQJ8EW5GR
mls,2023,KAqBN0Vqbg
mls,2023,kRQand1MKZ
mls,2023,eVq3ya6MWO
mls,2023,NWMWlBK5lz
mls,2023,zeQZkL1MKw
mls,2023,vzqoOgNqap
mls,2023,gpMOLwl5zy
mls,2023,NPqxKXZ59d
mls,2023,wvq9B9wQWn
mls,2024,0KPqjA456v
mls,2024,X0Oq66zq6D
mls,2024,mKAqBBmqbg
mls,2024,Z2vQ1xlqrA
mls,2024,a2lqRX2Mr0
mls,2024,mvzqoLZQap
mls,2024,kRQabn8MKZ
mls,2024,WBLMvYAQxe
mls,2024,9z5k7Yg5A3
mls,2024,YgOMngl5wN
mls,2024,a2lqR4JMr0
mls,2024,19vQ2095K6
mls,2024,EKXMeX3Q64
mls,2024,jYQJ19EqGR
mls,2024,lgpMOvnQzy
mls,2024,kaDQ0wRqEv
mls,2024,pzeQZ6xQKw
mls,2024,APk5LGOMOW
mls,2024,Vj58weDM8n
mls,2024,jYQJ8EW5GR
mls,2024,KAqBN0Vqbg
mls,2024,kRQand1MKZ
mls,2024,eVq3ya6MWO
mls,2024,NWMWlBK5lz
mls,2024,zeQZkL1MKw
mls,2024,vzqoOgNqap
mls,2024,gpMOLwl5zy
mls,2024,NPqxKXZ59d
mls,2024,wvq9B9wQWn
mls,2025,0KPqjA456v
mls,2025,X0Oq66zq6D
mls,2025,mKAqBBmqbg
mls,2025,Z2vQ1xlqrA
mls,2025,a2lqRX2Mr0
mls,2025,mvzqoLZQap
mls,2025,kRQabn8MKZ
mls,2025,WBLMvYAQxe
mls,2025,9z5k7Yg5A3
mls,2025,YgOMngl5wN
mls,2025,a2lqR4JMr0
mls,2025,19vQ2095K6
mls,2025,EKXMeX3Q64
mls,2025,jYQJ19EqGR
mls,2025,lgpMOvnQzy
mls,2025,kaDQ0wRqEv
mls,2025,pzeQZ6xQKw
mls,2025,APk5LGOMOW
mls,2025,Vj58weDM8n
mls,2025,jYQJ8EW5GR
mls,2025,KAqBN0Vqbg
mls,2025,kRQand1MKZ
mls,2025,eVq3ya6MWO
mls,2025,NWMWlBK5lz
mls,2025,zeQZkL1MKw
mls,2025,vzqoOgNqap
mls,2025,gpMOLwl5zy
mls,2025,NPqxKXZ59d
mls,2025,wvq9B9wQWn
mls,2025,zeQZBOzQKw
nwsl,2016,7vQ7BBzqD1
nwsl,2016,XVqKeVKM01
nwsl,2016,KPqjw8PQ6v
nwsl,2016,4wM4Ezg5jB
nwsl,2016,aDQ0lzvQEv
nwsl,2016,xW5pwDBMg1
nwsl,2016,4JMAk47qKg
nwsl,2016,Pk5LeeNqOW
nwsl,2016,raMyrr25d2
nwsl,2016,kRQaWa15KZ
nwsl,2017,7vQ7BBzqD1
nwsl,2017,XVqKeVKM01
nwsl,2017,KPqjw8PQ6v
nwsl,2017,4wM4Ezg5jB
nwsl,2017,aDQ0lzvQEv
nwsl,2017,4JMAk47qKg
nwsl,2017,Pk5LeeNqOW
nwsl,2017,raMyrr25d2
nwsl,2017,kRQaWa15KZ
nwsl,2017,zeQZeazqKw
nwsl,2018,7vQ7BBzqD1
nwsl,2018,XVqKeVKM01
nwsl,2018,KPqjw8PQ6v
nwsl,2018,aDQ0lzvQEv
nwsl,2018,4JMAk47qKg
nwsl,2018,Pk5LeeNqOW
nwsl,2018,raMyrr25d2
nwsl,2018,zeQZeazqKw
nwsl,2018,eV5D2w9QKn
nwsl,2019,7vQ7BBzqD1
nwsl,2019,XVqKeVKM01
nwsl,2019,KPqjw8PQ6v
nwsl,2019,aDQ0lzvQEv
nwsl,2019,4JMAk47qKg
nwsl,2019,Pk5LeeNqOW
nwsl,2019,raMyrr25d2
nwsl,2019,zeQZeazqKw
nwsl,2019,eV5D2w9QKn
nwsl,2020,7vQ7BBzqD1
nwsl,2020,XVqKeVKM01
nwsl,2020,KPqjw8PQ6v
nwsl,2020,aDQ0lzvQEv
nwsl,2020,4JMAk47qKg
nwsl,2020,Pk5LeeNqOW
nwsl,2020,raMyrr25d2
nwsl,2020,zeQZeazqKw
nwsl,2020,eV5D2w9QKn
nwsl,2021,7vQ7BBzqD1
nwsl,2021,XVqKeVKM01
nwsl,2021,KPqjw8PQ6v
nwsl,2021,aDQ0lzvQEv
nwsl,2021,4JMAk47qKg
nwsl,2021,Pk5LeeNqOW
nwsl,2021,raMyrr25d2
nwsl,2021,zeQZeazqKw
nwsl,2021,4wM4rZdqjB
nwsl,2021,eV5DR6YQKn
nwsl,2022,7vQ7BBzqD1
nwsl,2022,XVqKeVKM01
nwsl,2022,KPqjw8PQ6v
nwsl,2022,aDQ0lzvQEv
nwsl,2022,4JMAk47qKg
nwsl,2022,Pk5LeeNqOW
nwsl,2022,raMyrr25d2
nwsl,2022,zeQZeazqKw
nwsl,2022,4wM4rZdqjB
nwsl,2022,eV5DR6YQKn
nwsl,2022,7VqG1lYMvW
nwsl,2022,kRQa8JOqKZ
nwsl,2023,7vQ7BBzqD1
nwsl,2023,XVqKeVKM01
nwsl,2023,KPqjw8PQ6v
nwsl,2023,aDQ0lzvQEv
nwsl,2023,4JMAk47qKg
nwsl,2023,Pk5LeeNqOW
nwsl,2023,raMyrr25d2
nwsl,2023,zeQZeazqKw
nwsl,2023,4wM4rZdqjB
nwsl,2023,eV5DR6YQKn
nwsl,2023,7VqG1lYMvW
nwsl,2023,kRQa8JOqKZ
nwsl,2024,7vQ7BBzqD1
nwsl,2024,XVqKeVKM01
nwsl,2024,KPqjw8PQ6v
nwsl,2024,aDQ0lzvQEv
nwsl,2024,4JMAk47qKg
nwsl,2024,Pk5LeeNqOW
nwsl,2024,raMyrr25d2
nwsl,2024,zeQZeazqKw
nwsl,2024,eV5D2w9QKn
nwsl,2024,4wM4rZdqjB
nwsl,2024,eV5DR6YQKn
nwsl,2024,7VqG1lYMvW
nwsl,2024,kRQa8JOqKZ
nwsl,2024,315VnJ759x
nwsl,2025,XVqKeVKM01
nwsl,2025,KPqjw8PQ6v
nwsl,2025,aDQ0lzvQEv
nwsl,2025,4JMAk47qKg
nwsl,2025,Pk5LeeNqOW
nwsl,2025,4wM4rZdqjB
nwsl,2025,zeQZeazqKw
nwsl,2025,315VnJ759x
nwsl,2025,eV5D2w9QKn
usls,2024-25,OlMlPegMLz
usls,2024-25,7vQ7dBYMD1
usls,2024-25,Vj58dW358n
usls,2024-25,a35r7yBqL6
usls,2024-25,2vQ1y44QrA
usls,2024-25,KXMeG8xq64
usls,2024-25,9Yqdgo95vJ
usls,2024-25,eV5D7zaMKn
uslc,2017,4JMAkpDqKg
uslc,2017,BLMv6m3Mxe
uslc,2017,N6MmWV0qEG
uslc,2017,7vQ7x3YMD1
uslc,2017,KPqj6bBq6v
uslc,2017,kRQaeY8QKZ
uslc,2017,XVqK23a501
uslc,2017,odMX7pAQYL
uslc,2017,KXMe8Z2Q64
uslc,2017,Vj58Wb2M8n
uslc,2017,2vQ14GKqrA
uslc,2017,4wM4E4d5jB
uslc,2017,KPqjwN4Q6v
uslc,2017,zeQZe4DqKw
uslc,2017,xW5pkVBMg1
uslc,2017,2vQ1NowMrA
uslc,2017,9YqdojR5vJ
uslc,2017,ljqEJ7OQx0
uslc,2017,9jYQJ7ZMGR
uslc,2017,0OlMlzRqLz
uslc,2017,gpMOoo1Mzy
uslc,2017,0Oq6332Q6D
uslc,2017,kRQaW3L5KZ
uslc,2017,9Yqdwg85vJ
uslc,2017,xW5pyJKqg1
uslc,2017,NWMWlBK5lz
uslc,2017,NWMWllL5lz
uslc,2017,315VPpXQ9x
uslc,2017,OlMlejP5Lz
uslc,2017,e7MzZbKMr0
uslc,2018,4JMAkpDqKg
uslc,2018,BLMv6m3Mxe
uslc,2018,7vQ7x3YMD1
uslc,2018,kRQaeY8QKZ
uslc,2018,XVqK23a501
uslc,2018,odMX7pAQYL
uslc,2018,KXMe8Z2Q64
uslc,2018,Vj58Wb2M8n
uslc,2018,2vQ14GKqrA
uslc,2018,4wM4E4d5jB
uslc,2018,KPqjwN4Q6v
uslc,2018,zeQZe4DqKw
uslc,2018,xW5pkVBMg1
uslc,2018,2vQ1NowMrA
uslc,2018,9YqdojR5vJ
uslc,2018,ljqEJ7OQx0
uslc,2018,9jYQJ7ZMGR
uslc,2018,0OlMlzRqLz
uslc,2018,gpMOoo1Mzy
uslc,2018,0Oq6332Q6D
uslc,2018,9Yqdwg85vJ
uslc,2018,xW5pyJKqg1
uslc,2018,NWMWlBK5lz
uslc,2018,NWMWllL5lz
uslc,2018,315VPpXQ9x
uslc,2018,OlMlejP5Lz
uslc,2018,e7MzZbKMr0
uslc,2018,wvq9jx1QWn
uslc,2018,EGMPr2yqaY
uslc,2018,315VWlvq9x
uslc,2018,4wM4lGgMjB
uslc,2018,Pk5LzyGQOW
uslc,2018,2lqRjjnqr0
uslc,2019,BLMv6m3Mxe
uslc,2019,7vQ7x3YMD1
uslc,2019,kRQaeY8QKZ
uslc,2019,XVqK23a501
uslc,2019,odMX7pAQYL
uslc,2019,KXMe8Z2Q64
uslc,2019,Vj58Wb2M8n
uslc,2019,2vQ14GKqrA
uslc,2019,4wM4E4d5jB
uslc,2019,KPqjwN4Q6v
uslc,2019,zeQZe4DqKw
uslc,2019,2vQ1NowMrA
uslc,2019,9YqdojR5vJ
uslc,2019,ljqEJ7OQx0
uslc,2019,0OlMlzRqLz
uslc,2019,gpMOoo1Mzy
uslc,2019,0Oq6332Q6D
uslc,2019,9Yqdwg85vJ
uslc,2019,xW5pyJKqg1
uslc,2019,NWMWllL5lz
uslc,2019,315VPpXQ9x
uslc,2019,OlMlejP5Lz
uslc,2019,e7MzZbKMr0
uslc,2019,wvq9jx1QWn
uslc,2019,EGMPr2yqaY
uslc,2019,315VWlvq9x
uslc,2019,4wM4lGgMjB
uslc,2019,Pk5LzyGQOW
uslc,2019,2lqRjjnqr0
uslc,2019,KAqBvpmqbg
uslc,2019,NWMWgNDMlz
uslc,2019,0x5gJawM7O
uslc,2019,eVq3rNX5WO
uslc,2019,Oa5w0kDq14
uslc,2019,7VqGLwzQvW
uslc,2019,0Oq62Dgq6D
uslc,2020,BLMv6m3Mxe
uslc,2020,7vQ7x3YMD1
uslc,2020,kRQaeY8QKZ
uslc,2020,XVqK23a501
uslc,2020,odMX7pAQYL
uslc,2020,KXMe8Z2Q64
uslc,2020,Vj58Wb2M8n
uslc,2020,2vQ14GKqrA
uslc,2020,4wM4E4d5jB
uslc,2020,KPqjwN4Q6v
uslc,2020,zeQZe4DqKw
uslc,2020,2vQ1NowMrA
uslc,2020,9YqdojR5vJ
uslc,2020,ljqEJ7OQx0
uslc,2020,0OlMlzRqLz
uslc,2020,gpMOoo1Mzy
uslc,2020,0Oq6332Q6D
uslc,2020,9Yqdwg85vJ
uslc,2020,NWMWllL5lz
uslc,2020,315VPpXQ9x
uslc,2020,OlMlejP5Lz
uslc,2020,e7MzZbKMr0
uslc,2020,wvq9jx1QWn
uslc,2020,4wM4lGgMjB
uslc,2020,Pk5LzyGQOW
uslc,2020,2lqRjjnqr0
uslc,2020,KAqBvpmqbg
uslc,2020,NWMWgNDMlz
uslc,2020,0x5gJawM7O
uslc,2020,eVq3rNX5WO
uslc,2020,Oa5w0kDq14
uslc,2020,7VqGLwzQvW
uslc,2020,0Oq62Dgq6D
uslc,2020,9vQ2ZkaQK6
uslc,2020,0Oq6JvPq6D
uslc,2021,BLMv6m3Mxe
uslc,2021,7vQ7x3YMD1
uslc,2021,kRQaeY8QKZ
uslc,2021,odMX7pAQYL
uslc,2021,KXMe8Z2Q64
uslc,2021,Vj58Wb2M8n
uslc,2021,2vQ14GKqrA
uslc,2021,4wM4E4d5jB
uslc,2021,2vQ1NowMrA
uslc,2021,9YqdojR5vJ
uslc,2021,ljqEJ7OQx0
uslc,2021,0OlMlzRqLz
uslc,2021,gpMOoo1Mzy
uslc,2021,0Oq6332Q6D
uslc,2021,9Yqdwg85vJ
uslc,2021,NWMWllL5lz
uslc,2021,OlMlejP5Lz
uslc,2021,e7MzZbKMr0
uslc,2021,wvq9jx1QWn
uslc,2021,Pk5LzyGQOW
uslc,2021,2lqRjjnqr0
uslc,2021,KAqBvpmqbg
uslc,2021,NWMWgNDMlz
uslc,2021,0x5gJawM7O
uslc,2021,eVq3rNX5WO
uslc,2021,Oa5w0kDq14
uslc,2021,7VqGLwzQvW
uslc,2021,0Oq62Dgq6D
uslc,2021,9vQ2ZkaQK6
uslc,2021,0Oq6JvPq6D
uslc,2021,7VqGZE35vW
uslc,2022,7vQ7x3YMD1
uslc,2022,kRQaeY8QKZ
uslc,2022,4wM4E4d5jB
uslc,2022,2vQ1NowMrA
uslc,2022,9YqdojR5vJ
uslc,2022,ljqEJ7OQx0
uslc,2022,0OlMlzRqLz
uslc,2022,gpMOoo1Mzy
uslc,2022,0Oq6332Q6D
uslc,2022,9Yqdwg85vJ
uslc,2022,NWMWllL5lz
uslc,2022,OlMlejP5Lz
uslc,2022,e7MzZbKMr0
uslc,2022,wvq9jx1QWn
uslc,2022,Pk5LzyGQOW
uslc,2022,2lqRjjnqr0
uslc,2022,KAqBvpmqbg
uslc,2022,NWMWgNDMlz
uslc,2022,eVq3rNX5WO
uslc,2022,Oa5w0kDq14
uslc,2022,7VqGLwzQvW
uslc,2022,0Oq62Dgq6D
uslc,2022,9vQ2ZkaQK6
uslc,2022,0Oq6JvPq6D
uslc,2022,7VqGZE35vW
uslc,2022,4JMAZ1D5Kg
uslc,2022,NWMWg9LMlz
uslc,2023,7vQ7x3YMD1
uslc,2023,kRQaeY8QKZ
uslc,2023,2vQ1NowMrA
uslc,2023,9YqdojR5vJ
uslc,2023,ljqEJ7OQx0
uslc,2023,0OlMlzRqLz
uslc,2023,gpMOoo1Mzy
uslc,2023,0Oq6332Q6D
uslc,2023,NWMWllL5lz
uslc,2023,OlMlejP5Lz
uslc,2023,e7MzZbKMr0
uslc,2023,Pk5LzyGQOW
uslc,2023,2lqRjjnqr0
uslc,2023,KAqBvpmqbg
uslc,2023,NWMWgNDMlz
uslc,2023,eVq3rNX5WO
uslc,2023,Oa5w0kDq14
uslc,2023,7VqGLwzQvW
uslc,2023,0Oq62Dgq6D
uslc,2023,9vQ2ZkaQK6
uslc,2023,0Oq6JvPq6D
uslc,2023,7VqGZE35vW
uslc,2023,4JMAZ1D5Kg
uslc,2023,NWMWg9LMlz
uslc,2024,7vQ7x3YMD1
uslc,2024,kRQaeY8QKZ
uslc,2024,2vQ1NowMrA
uslc,2024,9YqdojR5vJ
uslc,2024,0OlMlzRqLz
uslc,2024,gpMOoo1Mzy
uslc,2024,0Oq6332Q6D
uslc,2024,NWMWllL5lz
uslc,2024,OlMlejP5Lz
uslc,2024,e7MzZbKMr0
uslc,2024,4wM4lGgMjB
uslc,2024,Pk5LzyGQOW
uslc,2024,2lqRjjnqr0
uslc,2024,KAqBvpmqbg
uslc,2024,NWMWgNDMlz
uslc,2024,eVq3rNX5WO
uslc,2024,Oa5w0kDq14
uslc,2024,7VqGLwzQvW
uslc,2024,0Oq62Dgq6D
uslc,2024,9vQ2ZkaQK6
uslc,2024,7VqGZE35vW
uslc,2024,4JMAZ1D5Kg
uslc,2024,NWMWg9LMlz
uslc,2024,9z5kAmbQA3
uslc,2025,7vQ7x3YMD1
uslc,2025,kRQaeY8QKZ
uslc,2025,2vQ1NowMrA
uslc,2025,9YqdojR5vJ
uslc,2025,0OlMlzRqLz
uslc,2025,gpMOoo1Mzy
uslc,2025,0Oq6332Q6D
uslc,2025,NWMWllL5lz
uslc,2025,OlMlejP5Lz
uslc,2025,e7MzZbKMr0
uslc,2025,4wM4lGgMjB
uslc,2025,Pk5LzyGQOW
uslc,2025,KAqBvpmqbg
uslc,2025,eVq3rNX5WO
uslc,2025,Oa5w0kDq14
uslc,2025,7VqGLwzQvW
uslc,2025,0Oq62Dgq6D
uslc,2025,9vQ2ZkaQK6
uslc,2025,7VqGZE35vW
uslc,2025,4JMAZ1D5Kg
uslc,2025,NWMWg9LMlz
uslc,2025,wvq9J83QWn
uslc,2025,9z5kAmbQA3
uslc,2025,2lqRjjnqr0
usl1,2019,9jYQJ7ZMGR
usl1,2019,e7Mz0LJqr0
usl1,2019,4JMAkpDqKg
usl1,2019,ljqE94Vqx0
usl1,2019,gOMna8JQwN
usl1,2019,p6qb32XQ0G
usl1,2019,4wM4Z04qjB
usl1,2019,Xj5Yy7y5bd
usl1,2019,N6MmGYWqEG
usl1,2019,kRQaW3L5KZ
usl1,2020,9jYQJ7ZMGR
usl1,2020,e7Mz0LJqr0
usl1,2020,ljqE94Vqx0
usl1,2020,gOMna8JQwN
usl1,2020,p6qb32XQ0G
usl1,2020,4wM4Z04qjB
usl1,2020,N6MmGYWqEG
usl1,2020,kRQaW3L5KZ
usl1,2020,gpMO1Pyqzy
usl1,2020,vzqoeBpMap
usl1,2020,gOMnd3eqwN
usl1,2021,9jYQJ7ZMGR
usl1,2021,e7Mz0LJqr0
usl1,2021,4JMAkpDqKg
usl1,2021,ljqE94Vqx0
usl1,2021,gOMna8JQwN
usl1,2021,p6qb32XQ0G
usl1,2021,4wM4Z04qjB
usl1,2021,N6MmGYWqEG
usl1,2021,gpMO1Pyqzy
usl1,2021,vzqoeBpMap
usl1,2021,gOMnd3eqwN
usl1,2021,4wM4lGgMjB
usl1,2022,9jYQJ7ZMGR
usl1,2022,e7Mz0LJqr0
usl1,2022,gOMna8JQwN
usl1,2022,p6qb32XQ0G
usl1,2022,4wM4Z04qjB
usl1,2022,N6MmGYWqEG
usl1,2022,gOMnd3eqwN
usl1,2022,4wM4lGgMjB
usl1,2022,vzqow0Bqap
usl1,2022,gOMnJxBMwN
usl1,2022,odMX7pAQYL
usl1,2023,9jYQJ7ZMGR
usl1,2023,e7Mz0LJqr0
usl1,2023,gOMna8JQwN
usl1,2023,p6qb32XQ0G
usl1,2023,N6MmGYWqEG
usl1,2023,gOMnd3eqwN
usl1,2023,4wM4lGgMjB
usl1,2023,vzqow0Bqap
usl1,2023,gOMnJxBMwN
usl1,2023,odMX7pAQYL
usl1,2023,wvq9J83QWn
usl1,2023,2lqRgd2Qr0
usl1,2024,9jYQJ7ZMGR
usl1,2024,e7Mz0LJqr0
usl1,2024,gOMna8JQwN
usl1,2024,p6qb32XQ0G
usl1,2024,N6MmGYWqEG
usl1,2024,gOMnd3eqwN
usl1,2024,vzqow0Bqap
usl1,2024,gOMnJxBMwN
usl1,2024,odMX7pAQYL
usl1,2024,wvq9J83QWn
usl1,2024,2lqRgd2Qr0
usl1,2024,4JMAOrPqKg
usl1,2025,9jYQJ7ZMGR
usl1,2025,gOMna8JQwN
usl1,2025,p6qb32XQ0G
usl1,2025,N6MmGYWqEG
usl1,2025,gOMnd3eqwN
usl1,2025,eVq3dWDQWO
usl1,2025,2lqRn0Aqr0
usl1,2025,odMX7pAQYL
mlsnp,2022,KXMe8Z2Q64
mlsnp,2022,0x5gb3bM7O
mlsnp,2022,7VqG1oWMvW
mlsnp,2022,eVq3Z0D5WO
mlsnp,2022,4JMAkpDqKg
mlsnp,2022,gpMOXy25zy
mlsnp,2022,2vQ14GKqrA
mlsnp,2022,Oa5wDy8q14
mlsnp,2022,zeQZe4DqKw
mlsnp,2022,gpMO1Pyqzy
mlsnp,2022,BLMv6m3Mxe
mlsnp,2022,0Oq6Yad56D
mlsnp,2022,KPqjwN4Q6v
mlsnp,2022,gOMnJnOMwN
mlsnp,2022,ljqE94Vqx0
