season_name,team_id,general_position,total_avg,p96_avg,p96_weighted_avg,total_avg_rank,p96_avg_rank,p96_weighted_avg_rank
2023,0KPqjA456v,AM,0.03459999999999999,0.22143999999999994,0.22143999999999994,19.0,9.0,8.0
2023,0KPqjA456v,CB,0.4739,0.22301176470588235,0.22301176470588235,5.0,4.0,5.0
2023,0KPqjA456v,CM,0.4476,0.22735238095238094,0.22735238095238094,2.0,5.0,3.0
2023,0KPqjA456v,DM,0.27975,0.13164705882352942,0.13164705882352942,13.0,15.0,17.0
2023,0KPqjA456v,FB,0.24120000000000003,0.025371775736458664,0.22701176470588236,9.0,26.0,3.0
2023,0KPqjA456v,GK,-0.2608,-0.12272941176470588,-0.12272941176470588,22.0,22.0,22.0
2023,0KPqjA456v,ST,0.5674,0.26701176470588234,0.26701176470588234,5.0,11.0,12.0
2023,0KPqjA456v,W,0.19824999999999998,0.13749811391223155,0.18658823529411764,12.0,14.0,12.0
2023,19vQ2095K6,AM,0.4387,0.21487346938775512,0.21487346938775512,4.0,10.0,9.0
2023,19vQ2095K6,CB,0.5481,0.26845714285714284,0.26845714285714284,2.0,2.0,2.0
2023,19vQ2095K6,CM,0.09885,0.1999272727272727,0.15685289256198345,16.0,9.0,11.0
2023,19vQ2095K6,DM,0.28995,0.1524133717290597,0.15507075208913645,11.0,11.0,14.0
2023,19vQ2095K6,FB,0.5509999999999999,0.26987755102040817,0.26987755102040817,2.0,1.0,1.0
2023,19vQ2095K6,GK,0.6014,0.2945632653061225,0.2945632653061225,9.0,9.0,9.0
2023,19vQ2095K6,ST,0.14265,0.13097859531772577,0.1397387755102041,20.0,21.0,21.0
2023,19vQ2095K6,W,0.19219999999999998,0.25966152766381373,0.30347368421052634,13.0,7.0,3.0
2023,9z5k7Yg5A3,AM,0.4809,0.22968358208955222,0.22968358208955222,3.0,7.0,6.0
2023,9z5k7Yg5A3,CB,0.45920000000000005,0.21931940298507463,0.21931940298507463,6.0,5.0,6.0
2023,9z5k7Yg5A3,CM,0.23117500000000002,0.21783525970672465,0.22082388059701494,10.0,6.0,4.0
2023,9z5k7Yg5A3,DM,0.0471,-0.006458666666666661,0.04411317073170732,23.0,23.0,24.0
2023,9z5k7Yg5A3,FB,0.31205000000000005,0.14903880597014926,0.14903880597014926,5.0,13.0,13.0
2023,9z5k7Yg5A3,GK,-1.4281000000000001,-0.6820776119402985,-0.6820776119402985,28.0,28.0,28.0
2023,9z5k7Yg5A3,ST,0.4537333333333334,0.25197685009978854,0.32832964824120603,7.0,12.0,9.0
2023,APk5LGOMOW,AM,0.18406666666666668,0.23592352924466664,0.17211428571428572,11.0,6.0,11.0
2023,APk5LGOMOW,CB,0.2603,0.12811259159814284,0.1290299483648881,14.0,15.0,17.0
2023,APk5LGOMOW,CM,0.06913333333333334,0.12846622168558322,0.056886857142857156,17.0,15.0,19.0
2023,APk5LGOMOW,FB,0.24985000000000002,0.146886813092304,0.20500512820512823,7.0,14.0,4.0
2023,APk5LGOMOW,GK,0.2794,0.20947457898957494,0.2655683168316831,13.0,12.0,10.0
2023,APk5LGOMOW,ST,0.27973333333333333,0.15064711711711712,0.25739041533546325,13.0,20.0,14.0
2023,EKXMeX3Q64,CB,0.1703333333333333,0.059353786722934614,0.12142574257425745,22.0,26.0,19.0
2023,EKXMeX3Q64,CM,0.22893333333333335,0.08359075907590759,0.14586902654867256,11.0,18.0,14.0
2023,EKXMeX3Q64,FB,0.11676666666666664,0.1830076125937201,0.08323960396039604,24.0,8.0,25.0
2023,EKXMeX3Q64,GK,-0.022600000000000016,-0.01074059405940595,-0.01074059405940595,18.0,18.0,18.0
2023,EKXMeX3Q64,ST,0.32583333333333336,0.21490153368278006,0.2529380053908356,10.0,15.0,15.0
2023,EKXMeX3Q64,W,0.256125,0.272615157976352,0.2528329048843188,11.0,6.0,7.0
2023,KAqBN0Vqbg,AM,1.3023,0.409904262295082,0.409904262295082,1.0,1.0,1.0
2023,KAqBN0Vqbg,CB,0.26553333333333334,0.0933803163646822,0.12536655737704921,13.0,23.0,18.0
2023,KAqBN0Vqbg,DM,0.34685,0.18448220702331847,0.2183449180327869,7.0,7.0,8.0
2023,KAqBN0Vqbg,FB,0.7283499999999999,0.2292511475409836,0.2292511475409836,1.0,3.0,2.0
2023,KAqBN0Vqbg,GK,-0.2702,-0.08504655737704918,-0.08504655737704918,24.0,20.0,20.0
2023,KAqBN0Vqbg,ST,0.08703333333333334,0.08215285785389441,0.08218229508196723,24.0,27.0,25.0
2023,KAqBN0Vqbg,W,0.29605,0.11868542264450355,0.18636590163934427,7.0,17.0,13.0
2023,NPqxKXZ59d,AM,0.125,0.0718562874251497,0.0718562874251497,16.0,17.0,18.0
2023,NPqxKXZ59d,CB,0.45635,0.14701208053691275,0.14701208053691275,7.0,13.0,14.0
2023,NPqxKXZ59d,CM,0.33185,0.3368881442360226,0.19484770642201835,6.0,2.0,8.0
2023,NPqxKXZ59d,DM,0.1732,0.08313599999999999,0.08313599999999999,15.0,19.0,19.0
2023,NPqxKXZ59d,FB,0.28032679125000004,0.1814327079582277,0.1551087721037464,6.0,9.0,11.0
2023,NPqxKXZ59d,GK,-0.7377,-0.237648322147651,-0.237648322147651,26.0,24.0,24.0
2023,NPqxKXZ59d,ST,0.8892,0.2864536912751678,0.2864536912751678,2.0,9.0,11.0
2023,NPqxKXZ59d,W,0.43620000000000003,0.21864235552213346,0.23997249283667624,3.0,10.0,8.0
2023,NWMWlBK5lz,CB,0.24262499999999998,0.1077635866049659,0.15298522167487685,15.0,19.0,13.0
