season_name,team_id,general_position,total_avg,p96_avg,p96_weighted_avg,total_avg_rank,p96_avg_rank,p96_weighted_avg_rank
2024,0OlMlzRqLz,AM,5.26685,0.26035707577227796,0.2626584935064935,3.0,3.0,3.0
2024,0OlMlzRqLz,CB,3.873325,0.2470360006749997,0.22440506940253468,6.0,3.0,1.0
2024,0OlMlzRqLz,DM,3.17485,0.14888181000708603,0.19858973774230332,5.0,4.0,3.0
2024,0OlMlzRqLz,FB,2.202925,0.1096912669452835,0.1133945308310992,12.0,18.0,20.0
2024,0OlMlzRqLz,GK,-0.8513000000000001,0.08248704063503827,-0.0715002624671916,17.0,12.0,17.0
2024,0OlMlzRqLz,ST,3.364933333333333,0.27672282852767155,0.2741444978783592,12.0,8.0,11.0
2024,0OlMlzRqLz,W,3.254583333333333,0.16631390178885472,0.2760070671378092,3.0,10.0,3.0
2024,0Oq62Dgq6D,AM,1.2237000000000002,0.2298307583274274,0.16580832745236415,12.0,4.0,11.0
2024,0Oq62Dgq6D,CB,3.5548,0.17663196440131987,0.18300619385976674,7.0,7.0,5.0
2024,0Oq62Dgq6D,DM,2.93235,0.1383453413592162,0.13731980487804876,6.0,7.0,9.0
2024,0Oq62Dgq6D,FB,2.1560333333333332,0.1004705607552973,0.09769314033983637,15.0,20.0,24.0
2024,0Oq62Dgq6D,GK,-1.93765,-0.2530017657416052,-0.10774074717636839,22.0,20.0,20.0
2024,0Oq62Dgq6D,ST,3.8059666666666665,0.6155738251763622,0.2879974776668418,7.0,1.0,8.0
2024,0Oq62Dgq6D,W,2.6038285714285716,0.24206686672824818,0.24299025135397861,9.0,4.0,5.0
2024,0Oq6332Q6D,CB,2.70256,0.12384520048475749,0.12479353535353534,14.0,21.0,22.0
2024,0Oq6332Q6D,CM,4.831366666666667,0.15748036873127624,0.1696456474030724,1.0,5.0,4.0
2024,0Oq6332Q6D,DM,-0.12150000000000001,-0.5832,-0.5832,19.0,19.0,19.0
2024,0Oq6332Q6D,FB,1.77786,0.09607615256801813,0.11817931034482758,18.0,22.0,19.0
2024,0Oq6332Q6D,GK,5.303050000000001,0.18230472672906642,0.2953831157528285,1.0,6.0,1.0
2024,0Oq6332Q6D,ST,4.855733333333333,0.3272143056276141,0.3531442424242424,3.0,5.0,2.0
2024,0Oq6332Q6D,W,2.7296199999999997,0.20685984270541038,0.28207052744886973,7.0,6.0,2.0
2024,2lqRjjnqr0,AM,3.9343,0.17891653244907627,0.17891653244907627,5.0,8.0,9.0
2024,2lqRjjnqr0,CB,2.8127166666666668,0.17573921394100098,0.18408417225315304,12.0,8.0,4.0
2024,2lqRjjnqr0,CM,1.61665,0.12195404407817413,0.1537378900445765,12.0,9.0,9.0
2024,2lqRjjnqr0,DM,0.13044999999999998,-0.030773496744542314,0.06471937984496125,18.0,18.0,18.0
2024,2lqRjjnqr0,FB,2.1681833333333334,0.21393430642973588,0.18868010273455202,14.0,2.0,4.0
2024,2lqRjjnqr0,GK,0.14260000000000006,-0.07781748826307652,0.008000935125657506,14.0,16.0,14.0
2024,2lqRjjnqr0,ST,3.0080000000000005,0.1923381927850308,0.2217312515996929,13.0,17.0,16.0
2024,2lqRjjnqr0,W,2.5505333333333335,0.1686397565402448,0.23289587824984148,11.0,9.0,8.0
2024,2vQ1NowMrA,AM,5.567360000000001,0.36947512059903254,0.3739097243598713,2.0,1.0,1.0
2024,2vQ1NowMrA,CB,3.254566666666666,0.25791762256645995,0.20378632460050006,9.0,2.0,3.0
2024,2vQ1NowMrA,CM,1.9811833333333333,0.30224852286047754,0.16065910178797693,8.0,1.0,7.0
2024,2vQ1NowMrA,FB,3.2169799999999995,0.22341577843709498,0.19583391249207355,4.0,1.0,2.0
2024,2vQ1NowMrA,GK,-1.6551999999999998,-0.03613898213024822,-0.09203544743701128,21.0,15.0,18.0
2024,2vQ1NowMrA,ST,4.503633333333333,0.4410507051943584,0.4227661016949152,5.0,2.0,1.0
2024,4JMAZ1D5Kg,AM,1.5499999999999998,0.13626373626373625,0.13626373626373625,10.0,10.0,13.0
2024,4JMAZ1D5Kg,CB,4.5607,0.16314836625559107,0.16195827373612826,3.0,10.0,9.0
2024,4JMAZ1D5Kg,CM,3.5106333333333333,0.1415025919736315,0.18504070278184478,4.0,6.0,3.0
2024,4JMAZ1D5Kg,DM,1.8531666666666666,0.14082855201942443,0.14646322722283203,10.0,6.0,7.0
2024,4JMAZ1D5Kg,FB,2.1993333333333336,0.14266177504950664,0.13092352211657712,13.0,10.0,14.0
2024,4JMAZ1D5Kg,GK,4.19955,0.1883622453979142,0.2356264172998247,2.0,5.0,3.0
2024,4JMAZ1D5Kg,ST,1.583316666666667,0.1817319085575756,0.2607922219044896,23.0,18.0,12.0
2024,4JMAZ1D5Kg,W,2.131283333333333,0.144809875003976,0.16584966225344502,13.0,16.0,16.0
2024,4wM4lGgMjB,AM,5.0745,0.21026374632254327,0.2074458481192335,4.0,7.0,6.0
2024,4wM4lGgMjB,CB,2.4012000000000002,0.14077153020084773,0.13911599275799638,20.0,15.0,20.0
2024,4wM4lGgMjB,CM,2.68825,0.11942760798552911,0.14252215932624604,6.0,11.0,12.0
2024,4wM4lGgMjB,FB,2.9833000000000003,0.13519115538337365,0.16648556895800026,6.0,13.0,6.0
2024,4wM4lGgMjB,GK,-0.6250499999999999,-0.12474467565970582,-0.034725,16.0,17.0,16.0
2024,4wM4lGgMjB,ST,2.284175,0.24463770157628162,0.3128114122681883,19.0,12.0,4.0
2024,4wM4lGgMjB,W,0.3369,0.080856,0.080856,23.0,22.0,23.0
