position,season,pct,p96,pSzn
DM,2022,0.01,-0.1390563137254902,-0.274814
DM,2022,0.02,-0.08973933120834543,-0.151252
DM,2022,0.03,-0.07420911272095046,-0.10177800000000001
DM,2022,0.04,-0.06217532646663681,-0.07224
DM,2022,0.05,-0.05298239140170174,-0.05889999999999999
DM,2022,0.060000000000000005,-0.04332378962214255,-0.045415999999999984
DM,2022,0.06999999999999999,-0.032205268242941835,-0.031128000000000024
DM,2022,0.08,-0.009274897457141048,-0.010132000000000016
DM,2022,0.09,0.00509200225352113,0.0032960000000000003
DM,2022,0.09999999999999999,0.005445949295774651,0.004340000000000002
DM,2022,0.11,0.008647796363636365,0.005991999999999999
DM,2022,0.12,0.013348538181818184,0.007963999999999995
DM,2022,0.13,0.014761169509825093,0.008693999999999999
DM,2022,0.14,0.01622079386429328,0.009416000000000002
DM,2022,0.15000000000000002,0.018794219156912692,0.01046000000000001
DM,2022,0.16,0.02184615833088451,0.012792000000000003
DM,2022,0.17,0.02541079094916251,0.01650400000000001
DM,2022,0.18000000000000002,0.03216185013994406,0.03442800000000012
DM,2022,0.19,0.039780659594985536,0.056116
DM,2022,0.2,0.04330831243972999,0.056580000000000005
DM,2022,0.21000000000000002,0.04865069254093393,0.059042000000000046
DM,2022,0.22,0.05802579987871436,0.065944
DM,2022,0.23,0.06303911773621776,0.069004
DM,2022,0.24000000000000002,0.06497352537234911,0.06935200000000001
DM,2022,0.25,0.06875810114383879,0.07250000000000001
DM,2022,0.26,0.0731148840125392,0.077632
DM,2022,0.27,0.07919779310344828,0.092364
DM,2022,0.28,0.08343717647058825,0.10678400000000005
DM,2022,0.29000000000000004,0.08506489839572194,0.120762
DM,2022,0.3,0.08773745058776414,0.13201999999999997
DM,2022,0.31,0.0908801763999152,0.142054
DM,2022,0.32,0.09214335471862009,0.17269599999999993
DM,2022,0.33,0.09379625234038964,0.199916
DM,2022,0.34,0.09688495167411657,0.21406800000000006
DM,2022,0.35000000000000003,0.09916323353293413,0.2609799999999996
DM,2022,0.36000000000000004,0.10068512574850302,0.3384680000000008
DM,2022,0.37,0.10235307317073172,0.36015800000000003
DM,2022,0.38,0.10394878435298913,0.367288
DM,2022,0.39,0.10405493795913617,0.37436400000000003
DM,2022,0.4,0.10517138170659891,0.38260000000000005
DM,2022,0.41000000000000003,0.10820737672256145,0.39303999999999994
DM,2022,0.42000000000000004,0.10981906839826841,0.40452400000000016
DM,2022,0.43,0.11056035247715246,0.416646
DM,2022,0.44,0.11143695585996954,0.4675599999999999
DM,2022,0.45,0.1121928270871026,0.51533
DM,2022,0.46,0.11229423789092788,0.526524
DM,2022,0.47000000000000003,0.11386438256049461,0.539616
DM,2022,0.48000000000000004,0.11724219968020472,0.5550440000000002
DM,2022,0.49,0.11843617692551169,0.572278
DM,2022,0.5,0.1187982151710461,0.5902000000000001
DM,2022,0.51,0.11912911637680214,0.6436760000000001
DM,2022,0.52,0.11943076383837635,0.6996319999999999
DM,2022,0.53,0.11965562022147327,0.7620980000000002
DM,2022,0.54,0.12122806445158404,0.8349960000000001
DM,2022,0.55,0.12389542380739356,0.9163700000000002
DM,2022,0.56,0.12522704865706502,0.9318879999999999
DM,2022,0.5700000000000001,0.12617323947550035,0.937496
DM,2022,0.5800000000000001,0.12619074488152748,0.976124
DM,2022,0.59,0.1292873264477815,1.005534
DM,2022,0.6,0.13742239627622488,1.0198599999999998
DM,2022,0.61,0.14060154634853717,1.0537940000000001
DM,2022,0.62,0.14117231760183296,1.0980480000000001
DM,2022,0.63,0.1463197045805931,1.1555319999999998
DM,2022,0.64,0.1509036496099269,1.2089079999999999
DM,2022,0.65,0.1520282009728094,1.2427800000000002
DM,2022,0.66,0.15351990907750765,1.268868
DM,2022,0.67,0.15540499940557995,1.2866160000000002
DM,2022,0.68,0.15726489007247707,1.2981160000000003
DM,2022,0.6900000000000001,0.1590576999673843,1.3112199999999994
DM,2022,0.7000000000000001,0.15919675431886374,1.424899999999999
DM,2022,0.7100000000000001,0.16016312268965477,1.5090420000000002
DM,2022,0.72,0.16296796665891566,1.5275439999999998
DM,2022,0.73,0.16694418762793597,1.6096939999999993
DM,2022,0.74,0.17174726294972764,1.7367720000000006
DM,2022,0.75,0.17335642444053306,1.8090000000000002
DM,2022,0.76,0.17436322970246174,1.8667319999999998
DM,2022,0.77,0.1747992223648971,1.888714
DM,2022,0.78,0.17688529537366549,1.9905680000000008
DM,2022,0.79,0.1813089822064057,2.205574
DM,2022,0.8,0.1866156067895949,2.3329400000000007
DM,2022,0.81,0.19231955336048606,2.4208680000000005
DM,2022,0.8200000000000001,0.19343877632772152,2.4380119999999996
DM,2022,0.8300000000000001,0.19612871782477342,2.455666
DM,2022,0.8400000000000001,0.20426981510574035,2.4828680000000007
DM,2022,0.85,0.20968247191011236,2.49936
DM,2022,0.86,0.21254858426966294,2.5058559999999996
DM,2022,0.87,0.21893816372391656,2.5808459999999998
DM,2022,0.88,0.22749410375099757,2.673324
DM,2022,0.89,0.25288717956903417,2.7606719999999996
DM,2022,0.9,0.27006493216280925,2.8667200000000004
DM,2022,0.91,0.2716335706304868,3.008298
DM,2022,0.92,0.2835894857142857,3.1647079999999996
DM,2022,0.93,0.30189318095238116,3.3301820000000015
DM,2022,0.9400000000000001,0.31225711999999994,3.526491999999999
DM,2022,0.9500000000000001,0.32714371034482714,3.7504899999999965
DM,2022,0.9600000000000001,0.36813643034482857,4.090312000000008
DM,2022,0.97,0.42379447302231216,4.3985959999999995
DM,2022,0.98,0.49750214361054723,4.668063999999998
